"","YEAR","MONTH","I2015_NSA_IS.IP_F","I2015_NSA_IS.IP_F_CC1","I2015_NSA_IS.IP_F_CC2","I2015_NSA_IS.PEI_F_CC1","I2015_NSA_IS.PEI_F_CC11","I2015_NSA_IS.PEI_F_CC11_X_CC113","RT12.NSA_F_CC1_IS.PEI","RT12.NSA_F_CC11_IS.PEI","RT12.NSA_F_CC11_X_CC113_IS.PEI","BS.CCI.BAL_NSA","BS.CEME.BAL_NSA","BS.COB.BAL_NSA","BS.CPE.BAL_NSA","BS.CTA.BAL_NSA","BS.FLBA1.PC_NSA","BS.FLBA2.PC_NSA","BS.FLBA3.PC_NSA","BS.FLBA4.PC_NSA","BS.FLBA5.PC_NSA","BS.FLBA6.PC_NSA","BS.FLBA7.PC_NSA","PNUM_F_CC111_NSA_I10","PNUM_F_CC111_NSA_I15","PNUM_F_CC111_NSA_PCH_SM","PNUM_F_CC112_NSA_I10","PNUM_F_CC112_NSA_I15","PNUM_F_CC112_NSA_PCH_SM","PNUM_F_CC11_X_CC113_NSA_I10","PNUM_F_CC11_X_CC113_NSA_I15","PNUM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC1_NSA_I10","PSQM_F_CC1_NSA_I15","PSQM_F_CC1_NSA_PCH_SM","PSQM_F_CC11_NSA_I10","PSQM_F_CC11_NSA_I15","PSQM_F_CC11_NSA_PCH_SM","PSQM_F_CC111_NSA_I10","PSQM_F_CC111_NSA_I15","PSQM_F_CC111_NSA_PCH_SM","PSQM_F_CC112_NSA_I10","PSQM_F_CC112_NSA_I15","PSQM_F_CC112_NSA_PCH_SM","PSQM_F_CC113_NSA_I15","PSQM_F_CC113_NSA_PCH_SM","PSQM_F_CC11_X_CC113_NSA_I10","PSQM_F_CC11_X_CC113_NSA_I15","PSQM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC12_NSA_I10","PSQM_F_CC12_NSA_I15","PSQM_F_CC12_NSA_PCH_SM","PSQM_F_CC122_NSA_I10","PSQM_F_CC122_NSA_I15","PSQM_F_CC122_NSA_PCH_SM","PSQM_F_CC12_X_CC122_NSA_I10","PSQM_F_CC12_X_CC122_NSA_I15","PSQM_F_CC12_X_CC122_NSA_PCH_SM"
"95",2011,11,116.3,116.1,116.9,115.7,119.6,121.7,1.7,11.7,12.5,-20.7,-11.5,-29.9,-27.8,-0.4,33.2,41.7,1.9,15.4,1.3,9.1,13.8,85.7,123.3,0.2,106.9,112.7,37.3,96.3,117.4,17,93.8,115.7,1.7,95.1,119.6,11.7,86.1,123.8,-0.6,111,118.8,39.1,71.5,-12.9,95.1,121.7,12.5,92.5,112.2,-6.4,93.7,100.9,-23.3,92.4,113.7,-4
"96",2011,10,116.3,115.4,120.1,146.6,132.2,130.6,8.2,3.9,2.5,-18.7,-7.5,-29.9,-24,0.1,32,42.8,1.3,17.9,1.2,9.6,12.5,88,126.6,-9.4,134.7,130.2,17.7,111.4,128.6,4.1,118.7,146.6,8.2,105,132.2,3.9,88,126.7,-7,135,136,18.5,168.9,36.8,105,130.6,2.5,132,160,11.7,162,174.5,59.9,128.4,158.1,7
"97",2011,9,119.4,118.6,122.6,143.2,156.9,159.5,8.8,14.2,14.2,-14.6,2.1,-31.3,-14,8,26.7,43.3,1,17.2,1.4,8.6,9.1,107.1,154.1,-0.2,150,158.9,36,128.6,156.8,17.5,116,143.2,8.8,124.7,156.9,14.2,108.1,155.6,1,154,164.8,37.7,97.5,14,124.7,159.5,14.2,107.6,130.5,3.3,95,102.3,2.1,109.1,134.3,3.5
"98",2011,8,70.1,67.7,80.2,125.4,122.9,125.6,10.9,11.1,12.4,-7.7,7.9,-23.3,-12.3,15.4,26.5,42.4,1,16.5,1.8,8.2,9.8,88.3,127,-5.1,109.4,117.3,52.9,98.9,121.6,19.2,101.6,125.4,10.9,97.7,122.9,11.1,90.6,130.4,-4.3,110.2,118.9,53.6,62.1,-27.6,97.7,125.6,12.4,105.3,127.7,10.7,97.3,104.8,-17.4,106.2,130.7,14.9
"99",2011,7,110.2,109.9,111.6,148.2,155.3,155,1,0.6,2.1,-5.8,12.3,-23.9,-11.1,15.3,26.7,43.1,0.6,16.9,1.8,9.4,9.6,105.5,151.9,-15.7,150.2,151.3,30.4,127.9,151.6,5,120.1,148.2,1,123.4,155.3,0.6,107.6,154.8,-12.3,151.4,155.1,32.5,163,-23.3,123.4,155,2.1,116.9,141.7,1.4,149.4,160.9,-12.4,113,139.1,3.9
"100",2011,6,116.4,116.2,117.3,132,143.8,145.1,-3,1.1,0.6,-9.5,8,-27,-17.2,9.6,29.8,42.9,2.3,15.4,1,9.2,11.3,110.2,158.6,-5,119.1,122.5,12.3,114.7,138.5,2.7,107,132,-3,114.2,143.8,1.1,111.1,160,-4.4,119.7,124.2,11.3,113,13.5,114.2,145.1,0.6,100,121.2,-7.1,92.5,99.6,11.4,100.8,124.1,-8.7
"101",2011,5,123,122,127.1,133.9,143.6,145,15.6,20.3,19.5,-9.6,8.4,-27.6,-12.7,7.4,29.7,42.9,2.5,15.1,1.2,10.5,10.7,111.9,161,16.8,113.8,116.3,23.9,112.9,136.1,20,108.5,133.9,15.6,114.1,143.6,20.3,113.1,162.9,17.4,115.7,119.9,23.7,111.1,46.8,114.1,145,19.5,103.1,125,11,92.2,99.3,1.2,104.4,128.4,12.1
"102",2011,4,110.1,109.2,113.7,124.1,120.1,120,5.3,-0.4,2.4,-12.4,7,-31.8,-14.4,3.7,28.4,44.6,3.1,14.9,1.2,9.6,10.5,93.4,134.4,0.5,97.1,92.6,2.1,95.3,111.1,1.2,100.6,124.1,5.3,95.5,120.1,-0.4,95.1,136.9,1.5,96.1,96.2,4.1,123.4,-37.5,95.5,120,2.4,105.5,127.9,11,131.6,141.8,52.6,102.4,126,6.6
"103",2011,3,120.9,119.7,126,135,135.4,136.9,0.6,-2.8,-2.2,-15.7,-1.7,-29.8,-19.5,-13.8,29.2,44,13,11.6,1,9.9,10.8,104.2,149.9,-0.2,108.6,110.9,-9.8,106.4,128.2,-5,109.4,135,0.6,107.6,135.4,-2.8,106.5,153.2,2.7,109.7,114.1,-10.2,101.9,-18.5,107.6,136.9,-2.2,111,134.6,3.9,102.4,110.3,9.1,112,137.9,3.4
"104",2011,2,116.6,117.8,111.9,111.6,117.9,120.6,10,5.3,6.1,-14.8,-1.7,-27.9,-22.8,-12.3,28.5,44.3,17.3,13.1,0.7,8.8,10.8,96.3,138.6,8.2,83.1,88,-0.7,89.7,110.4,4.1,90.4,111.6,10,93.7,117.9,5.3,98.1,141.3,9.5,85.8,91.6,-0.5,57.3,-23.2,93.7,120.6,6.1,87.2,105.7,15.3,110.2,118.6,45.9,84.4,103.9,11.6
"105",2011,1,107.9,109.6,100.8,124.5,128.5,130.8,18.5,25.1,27.6,-18.4,-5.4,-31.4,-23.4,-14,27.5,44.3,19.5,14.4,1.1,7.4,11.8,107.6,154.9,24.3,94.2,97.5,40.9,100.9,122.9,31,100.8,124.5,18.5,102.1,128.5,25.1,107,154,23.3,93.4,98.3,38.3,75.2,-30.3,102.1,130.8,27.6,99.6,120.8,12.6,86.6,93.3,9.8,101.1,124.5,12.9
"106",2010,12,89,90.9,81.2,130,136.9,137.4,19.8,17.5,20.3,-24.9,-12.9,-37,-34.9,-4,29.2,48.3,5.7,12,0.9,8.1,9.6,107,153.9,14.5,108.7,108.3,29.4,107.8,128.5,21,105.3,130,19.8,108.8,136.9,17.5,107.8,155.2,17.3,110.5,112.4,26.6,125.7,-26.1,108.8,137.4,20.3,101.9,123.6,22.5,86.4,93.1,3.6,103.8,127.7,24.7
"107",2010,11,118.6,118.7,118,113.8,107.1,108.2,2.5,8.5,11.3,-26.2,-12.2,-40.1,-38.2,-10.9,29.6,51.3,2.3,12.1,1,7.8,9.4,85.5,123.1,8,82.5,82.1,17.1,84,100.3,11.9,92.2,113.8,2.5,85.1,107.1,8.5,86.5,124.5,10.1,82.7,85.4,14.2,82.1,-38.5,85.1,108.2,11.3,98.9,119.9,-2.1,122.1,131.5,35.7,96.2,118.4,-6
"108",2010,10,123,121.9,127.6,135.5,127.2,127.4,1.8,8.8,7.4,-27.5,-11,-43.9,-32.7,-5.5,30.6,50.2,2,12.7,1,8,8.3,97.1,139.7,9,109.3,110.6,6.1,103.2,123.5,7.6,109.8,135.5,1.8,101.1,127.2,8.8,94.8,136.3,9,112.4,114.8,4.6,123.5,57.5,101.1,127.4,7.4,118.2,143.3,-3.2,101.3,109.1,6.2,120.1,147.8,-4.2
"109",2010,9,124.1,122.8,129.5,131.6,137.4,139.7,6.3,20.7,21.7,-27.5,-11,-43.9,-32.7,-5.5,28.7,52.9,2.5,13.8,0.8,8.7,9.4,107.3,154.4,14.5,112.2,116.8,41.4,109.7,133.5,26.2,106.6,131.6,6.3,109.1,137.4,20.7,106.9,154,15.4,113.1,119.7,34.9,85.5,-7,109.1,139.7,21.7,104.1,126.3,-5,93.1,100.2,-32,105.4,129.8,-1
"110",2010,8,70.2,67.7,80.9,113.1,110.6,111.7,8,25.5,26.6,-27.5,-11,-43.9,-32.7,-5.5,32.2,49.8,2.9,13.3,1.4,7.8,10.8,93,133.8,22.6,76.5,76.7,40.7,84.7,102,29.6,91.6,113.1,8,87.9,110.6,25.5,94.6,136.2,24.2,76.1,77.4,33.2,85.8,0.1,87.9,111.7,26.6,95.2,115.4,-3.8,117.8,126.9,13.9,92.5,113.8,-6
"111",2010,7,118,116.4,125,146.8,154.4,151.8,16.2,27.3,26.1,-27.6,-12.2,-42.9,-32.9,-5.7,31,51.4,3,11.6,1,9.1,10.3,125.3,180.2,33.4,125.9,116,25,125.6,144.4,29.5,118.9,146.8,16.2,122.7,154.4,27.3,122.7,176.6,30.8,122.7,117.1,17.1,212.6,50.2,122.7,151.8,26.1,115.3,139.8,6.9,170.6,183.7,75.5,108.8,133.9,-0.4
"112",2010,6,129.7,128.1,136.1,136.1,142.3,144.2,18.8,34,36.4,-32.8,-15.8,-49.8,-43.2,-30,27.4,49.9,7.8,9,1.9,13.5,14.7,116.1,167,27.2,107.1,109.1,68.6,111.6,134.8,43.1,110.3,136.1,18.8,113.1,142.3,34,116.3,167.4,27.3,107.3,111.6,60.8,99.6,-15.8,113.1,144.2,36.4,107.5,130.4,6.5,83,89.4,-5.5,110.4,135.9,7.8
"113",2010,5,117.8,117.8,117.6,115.8,119.4,121.3,0.2,34.8,39.4,-31,-14.7,-47.4,-38.8,-32,30.4,51.9,8.8,10.7,1.2,7.3,8.9,95.8,137.8,29,91.6,93.9,73.2,93.7,113.4,46.3,93.8,115.8,0.2,94.9,119.4,34.8,96.4,138.7,29.1,92.2,96.9,65.6,75.7,-39.3,94.9,121.3,39.4,92.8,112.6,-19.9,91.1,98.1,-40.5,93,114.5,-16.5
"114",2010,4,117.9,117.1,121.2,117.8,120.6,117.2,18.3,26.7,23,-31,-13.8,-48.1,-45.6,-38.3,29.2,53.8,13,10.7,1.1,6.7,10.9,92.9,133.7,19.4,101.8,90.7,34.8,97.4,109.8,26.1,95.4,117.8,18.3,95.8,120.6,26.7,93.7,134.9,19.9,99.6,92.4,29.8,197.4,113.2,95.8,117.2,23,95,115.2,11,86.2,92.9,15.8,96.1,118.2,10.6
"115",2010,3,124,122.9,128.5,134.2,139.3,140,17.1,37.1,39.3,-30,-12.9,-47.2,-45.2,-32.2,26.9,49.9,12.5,10.2,0.9,7.1,9.2,104.4,150.2,32.9,122.1,123,55.1,113.3,135,43.3,108.7,134.2,17.1,110.7,139.3,37.1,103.6,149.1,31.9,123.3,127.1,52.9,125,-0.6,110.7,140,39.3,106.8,129.5,2.3,93.8,101.1,9.2,108.4,133.4,1.7
"116",2010,2,113,115.4,103,101.5,112,113.7,-5.2,29.2,33,-30.4,-15.5,-45.2,-36.7,-26.4,29.2,48.6,11.7,10,0.8,6.9,7.7,89.1,128.1,29.5,85.6,88.6,54.6,87.3,106.1,40,82.2,101.5,-5.2,89,112,29.2,89.7,129.1,28.2,87.9,92.1,43.7,74.6,-34.7,89,113.7,33,75.7,91.7,-27.2,75.5,81.3,-43.8,75.7,93.1,-24.6
"117",2010,1,100.7,103.8,87.4,105.1,102.7,102.5,-7.3,4.2,5,-30.6,-13.8,-47.3,-42.3,-25.1,29.1,48.2,10.5,11,0.8,7,8.6,86.7,124.6,16.1,76.8,69.2,-7.6,81.8,93.8,5,85.1,105.1,-7.3,81.6,102.7,4.2,86.9,124.9,13.5,72.4,71.1,-11.3,107.9,-11.2,81.6,102.5,5,88.5,107.3,-15.6,79,85,-42.8,89.6,110.3,-11.3
"118",2009,12,97.3,98,94.1,108.5,116.5,114.2,-10.7,5.6,3.4,-36.5,-22.9,-50.1,-47.7,-26.4,31.9,53,2,11.2,1,8,8,93.4,134.4,7.9,92,83.7,1.3,92.7,106.2,4.9,87.8,108.5,-10.7,92.6,116.5,5.6,91.9,132.3,4.2,93.8,88.8,2.1,170.1,57.1,92.6,114.2,3.4,83.3,100.9,-23.5,83.5,89.9,-32.7,83.2,102.4,-22.2
"119",2009,11,123.1,123.4,121.6,111,98.7,97.2,-2,3.8,4.1,-36.7,-20.9,-52.5,-49.3,-27,31.9,52.2,1,11.4,1.3,8.9,8.7,79.3,114,8,75.9,70.1,0.1,77.5,89.6,4.4,89.9,111,-2,78.4,98.7,3.8,78.6,113.1,4.3,78.1,74.8,3.2,133.5,-0.1,78.4,97.2,4.1,101,122.5,-5.9,89.9,96.9,-28.5,102.3,125.9,-2.8
"120",2009,10,126.8,124.9,134.9,133.1,116.9,118.6,-8.2,-12.9,-12.7,-33.7,-19.2,-48.3,-44.5,-26.6,36,49.5,0.7,11.6,1.3,8,7.7,89.1,128.2,-10.5,100,104.2,-11,94.6,114.8,-10.8,107.8,133.1,-8.2,92.9,116.9,-12.9,86.8,125,-14,103.7,109.7,-10.3,78.4,-19.6,92.9,118.6,-12.7,122.2,148.1,-4.5,95.3,102.7,-39.3,125.3,154.3,0.7
"121",2009,9,125.9,124.5,132.1,123.8,113.8,114.8,-5.6,-11.1,-10.8,-31.3,-15.7,-46.9,-42.9,-29.4,35.8,49.5,0.7,10.6,1,6.2,7.4,93.8,134.9,-7.2,83.1,82.6,-10.6,88.4,105.8,-8.7,100.3,123.8,-5.6,90.5,113.8,-11.1,92.7,133.4,-12,86.5,88.7,-8.3,91.9,-17.7,90.5,114.8,-10.8,109.7,133,-0.7,136.8,147.3,-8.6,106.5,131.1,0.7
"122",2009,8,67.6,64.8,79.5,104.7,88.1,88.2,-11.6,-16.3,-16.9,-31.7,-17.2,-46.3,-42.9,-27,35.1,50.5,1.1,11.2,1,6.6,7.7,75.8,109.1,-12.3,56.8,54.5,-21.7,66.3,78.7,-16.2,84.8,104.7,-11.6,70,88.1,-16.3,76.3,109.7,-15.2,59,58.1,-21.2,85.7,2,70,88.2,-16.9,99,120,-8.3,103.5,111.4,-23.9,98.4,121.1,-5.9
"123",2009,7,122.5,121.4,127.5,126.3,121.3,120.4,-15.1,-15.4,-15.9,-32.1,-18.1,-46,-49,-32.5,36.6,49.6,1,11,1,6.6,8.8,93.9,135.1,-16.1,96.8,92.8,-9.7,95.4,111.5,-13.3,102.3,126.3,-15.1,96.4,121.3,-15.4,93.9,135,-19.5,100.9,100,-8.1,141.5,-3.5,96.4,120.4,-15.9,107.9,130.8,-15,97.2,104.7,-28.7,109.2,134.4,-13.2
"124",2009,6,127.5,126.2,132.9,114.6,106.2,105.7,-23.2,-23.8,-23.1,-33.1,-21,-45.2,-50.8,-42.4,33.6,54.4,3.7,9.4,0.8,6.5,9.9,91.3,131.3,-16.5,68.8,64.7,-34.1,80,94.2,-24.2,92.8,114.6,-23.2,84.4,106.2,-23.8,91.4,131.5,-19.5,72,69.4,-31.2,118.3,-35.2,84.4,105.7,-23.1,100.9,122.4,-22.7,87.9,94.6,-41.5,102.5,126.1,-20.1
"125",2009,5,115.3,115.6,113.8,115.6,88.6,87,-15.6,-32.4,-33.3,-36.4,-20.7,-52.1,-51.6,-40.9,33.4,54.2,4.1,10.6,1,6.7,9,74.2,106.8,-25.5,59.2,54.2,-46.7,66.7,77.5,-35.5,93.6,115.6,-15.6,70.4,88.6,-32.4,74.6,107.4,-28.2,63,58.5,-43.6,124.8,-13.1,70.4,87,-33.3,115.9,140.5,-1.3,153.2,165,5.9,111.5,137.2,-2.4
"126",2009,4,119.4,119,120.9,99.6,95.2,95.3,-20.7,-30.3,-31.4,-31.5,-21.1,-41.8,-48.2,-43.7,32.5,54.4,6.7,11.8,1.1,8.3,8.7,77.9,112,-29.2,68.6,67.3,-31.5,73.2,87.1,-30.2,80.7,99.6,-20.7,75.6,95.2,-30.3,78.2,112.5,-31.2,71.2,71.2,-32,92.6,15.6,75.6,95.3,-31.4,85.6,103.8,-10.1,74.4,80.2,-39.3,86.9,106.9,-5.6
"127",2009,3,125.4,125,127.4,114.6,101.6,100.5,-16.7,-33.3,-34.4,-31.6,-24.7,-38.5,-52.4,-40.1,31.4,51.2,13.4,11.5,1.1,8.2,9,78.6,113,-27.6,84.4,79.3,-39.6,81.5,94.2,-33.8,92.8,114.6,-16.7,80.7,101.6,-33.3,78.5,113,-29.7,84.7,83.1,-41.7,125.7,-6.2,80.7,100.5,-34.4,104.4,126.6,2.3,85.9,92.6,-33.6,106.6,131.2,7.8
"128",2009,2,119.1,121.1,110.9,107.1,86.7,85.5,-21.7,-40.4,-42,-31.2,-22.5,-39.8,-53.7,-33.4,27.6,55,19.6,14.6,0.9,8.5,7.1,68.8,98.9,-36.6,61,57.3,-52.7,64.9,75.8,-44.5,86.7,107.1,-21.7,68.9,86.7,-40.4,70,100.7,-37.8,66.9,64.1,-49.6,114.2,12.3,68.9,85.5,-42,103.9,126,-2.2,134.2,144.6,27.7,100.3,123.5,-5.7
"129",2009,1,105.5,107.9,95.3,113.4,98.6,97.6,-14.9,-32.6,-34.4,-29.3,-21.7,-36.9,-48.2,-27,32.3,45.3,11.7,20.3,1.4,7.6,7.9,74.6,107.3,-32.6,77.2,74.9,-33.7,75.9,89.3,-33.1,91.9,113.4,-14.9,78.3,98.6,-32.6,76.4,110,-34.3,81.8,80.2,-34.7,121.5,36.1,78.3,97.6,-34.4,104.9,127.2,5.1,138,148.6,5.8,101,124.3,5
"130",2008,12,102.9,104.2,97.5,121.5,110.3,110.4,-7,-26.8,-25.8,-29,-21,-36.9,-39.1,-18.1,33.8,46.5,4.4,16.4,1.4,6.5,9.7,86.6,124.6,-16.7,82.1,82.6,-35.5,84.3,101.2,-26.5,98.4,121.5,-7,87.6,110.3,-26.8,88.2,127,-19.4,86.5,87,-36.2,108.3,-44.4,87.6,110.4,-25.8,108.7,131.9,17.8,124,133.5,30.8,107,131.6,16.2
"131",2008,11,121.8,121.4,123.4,113.3,95.1,93.4,-12.2,-24.2,-26,-23.4,-15,-31.8,-34.2,-12.3,40.2,37.2,2.7,19.4,1.7,6.1,7.8,73.4,105.6,-19.3,75.9,70,-33.2,74.6,85.8,-26.2,91.8,113.3,-12.2,75.6,95.1,-24.2,75.3,108.4,-21.3,76.1,72.5,-34.2,133.7,26.3,75.6,93.4,-26,107.4,130.2,-1.5,125.8,135.5,-1.1,105.2,129.5,-1.6
"132",2008,10,135.7,133.2,145.9,145,134.2,135.8,-12.3,-22.8,-22.5,-17.2,-7.1,-27.3,-28.4,-11.9,39.3,33.2,2,26.3,1.9,6.9,8.4,99.5,143.2,-20.7,112.4,117.1,-18.3,106,128.7,-19.5,117.5,145,-12.3,106.6,134.2,-22.8,101.1,145.4,-24,116.5,122.3,-20.1,97.5,-30.9,106.6,135.8,-22.5,127.9,155.1,-1.5,157.1,169.2,1.8,124.5,153.2,-2
"133",2008,9,131.6,129,142.6,131.1,128,128.7,-14.9,-22.3,-22.8,-2.9,10.2,-16.1,-11.1,5.8,40.6,25.8,3.7,30.6,2,8.2,6.2,101,145.4,-18.9,91.6,92.4,-12.7,96.3,115.9,-16.2,106.2,131.1,-14.9,101.7,128,-22.3,105.3,151.6,-26.2,95.4,96.7,-14,111.7,-6.4,101.7,128.7,-22.8,110.4,133.9,-7.1,149.7,161.2,0.3,105.8,130.2,-8.2
"134",2008,8,71.7,68.4,86,118.5,105.3,106.2,-21,-29,-30.2,1.1,14.8,-12.5,-8.3,9.1,40.6,22,3.4,33.4,1.8,7.5,6.3,86.5,124.4,-26.7,69.3,69.6,-35.1,77.9,93.9,-30.4,96,118.5,-21,83.7,105.3,-29,90,129.4,-28.7,72.6,73.7,-33.7,84,35.5,83.7,106.2,-30.2,107.9,130.8,-13.6,135.8,146.3,-7.8,104.6,128.7,-14.5
"135",2008,7,131.6,128.1,146.2,148.8,143.3,143.2,-10.8,-23.5,-24.4,0,16.7,-16.7,-3.2,6.5,33.8,21.7,4.2,40.9,1.8,7.4,7,111.9,161.1,-19.4,106.5,102.8,-29.4,109.2,128.6,-24.2,120.5,148.8,-10.8,113.9,143.3,-23.5,116.5,167.7,-21.3,109.2,108.8,-30.3,146.6,5.6,113.9,143.2,-24.4,126.9,153.9,4,136.3,146.8,16.8,125.8,154.9,2.6
"136",2008,6,135.9,133.4,146.5,149.2,139.3,137.4,-6.1,-21,-24,10.8,21.3,0.2,3.4,7.6,37.4,18.4,9,36.5,2.7,6.2,6.2,109.3,157.2,-14.8,103.8,98.2,-31.9,106.5,124.3,-23.4,120.8,149.2,-6.1,110.7,139.3,-21,113.5,163.4,-18.1,105.7,100.9,-34.6,182.7,134.5,110.7,137.4,-24,130.6,158.3,10.9,150.2,161.7,21.9,128.2,157.8,9.5
"137",2008,5,122,120.7,127.6,136.9,131.1,130.5,-8.1,-17.2,-17.8,13.3,22.6,4.1,3.7,10.8,30.4,18.6,9,38.3,2.7,12.1,5.8,99.6,143.3,-16.3,104.3,101.7,-11,101.9,120.1,-13.9,110.9,136.9,-8.1,104.1,131.1,-17.2,103.9,149.6,-18.5,104.6,103.8,-16.4,143.6,-4.1,104.1,130.5,-17.8,117.4,142.4,1.6,144.7,155.8,13,114.2,140.6,0.1
"138",2008,4,129.7,127.4,139.2,125.6,136.6,139,-5.1,-7.6,-7.3,17.2,29.3,5.1,1.7,14.2,30.9,16.6,10,39.7,2.7,13.2,6.1,110,158.3,-2.5,94,98.2,-12.9,102,124.8,-7.4,101.8,125.6,-5.1,108.5,136.6,-7.6,113.6,163.6,-4.7,99.4,104.7,-12.3,80.1,-20,108.5,139,-7.3,95.2,115.5,-2,122.7,132.1,6.2,92,113.2,-3.3
"139",2008,3,125,123.2,132.3,137.5,152.4,153.2,-19,-16.2,-16.1,19.9,24.9,15,5.9,12.8,36.5,15,8.3,42.8,3.5,6.2,5.6,108.4,156,-15.9,128.1,131.4,-13,118.3,142.3,-14.5,111.4,137.5,-19,121.1,152.4,-16.2,111.7,160.8,-18.6,137.7,142.5,-11.9,134,-16.9,121.1,153.2,-16.1,102.1,123.8,-22,129.4,139.4,-19.1,98.9,121.7,-22.4
"140",2008,2,131.1,129.9,136.1,136.8,145.4,147.3,0.4,-7.4,-6.9,20,18.3,21.7,6.7,19.4,37,13.6,8.3,45.1,3.5,5.3,5.1,108.4,156,-6.8,117.3,121.2,0.2,112.9,136.6,-3.5,110.8,136.8,0.4,115.5,145.4,-7.4,112.4,161.8,-8.9,121.1,127.1,-3.1,101.7,-22,115.5,147.3,-6.9,106.3,128.8,10.1,105.2,113.2,2.4,106.4,130.9,11
"141",2008,1,120.8,121.6,117.3,133.2,146.3,148.8,0.3,-2,-2.5,18,20.4,15.7,15.5,24.7,30.4,11.4,9.7,46.4,4,10.7,5.8,110.7,159.2,-1.7,107.6,113,-4.1,109.1,133.5,-2.8,107.9,133.2,0.3,116.3,146.3,-2,116.3,167.4,-2.4,116.2,122.8,-2.5,89.3,21.8,116.3,148.8,-2.5,99.8,121,3.1,130.5,140.5,3.6,96.2,118.4,3
"142",2007,12,105.9,104.8,110.5,130.6,150.6,148.7,-14.9,-10.6,-12.2,18.7,21.5,16,11.9,29.6,31.5,10.4,5.2,46.7,4.2,6.1,5.5,103.9,149.5,-7,132.6,128.1,-20.1,118.3,137.6,-14.3,105.8,130.6,-14.9,119.7,150.6,-10.6,109.5,157.6,-6.5,137.9,136.3,-20.1,194.8,32.5,119.7,148.7,-12.2,92.4,112,-19.7,94.8,102.1,-37.7,92.1,113.3,-16.8
"143",2007,11,135.5,132.8,146.6,129,125.5,126.3,-13.4,-23.6,-24.8,23.3,28.7,17.8,4.7,31.6,33,12.5,5.1,51.1,4,6.8,6.1,90.9,130.8,-24.5,103.9,104.8,-25.6,97.4,116.3,-25.1,104.5,129,-13.4,99.7,125.5,-23.6,95.7,137.8,-23.7,106.7,110.2,-26.7,105.9,38.3,99.7,126.3,-24.8,109.1,132.2,-1.9,127.2,137,-17.7,106.9,131.6,0.8
"144",2007,10,141.1,136.6,160.5,165.4,173.9,175.3,1,-5.3,-5.8,21.7,26.3,17,5.8,28.2,32.9,11.8,5.3,51.5,3.4,8,6.2,125.5,180.5,-2,140.4,143.4,-11.8,132.9,159.8,-7.2,133.9,165.4,1,138.1,173.9,-5.3,132.9,191.3,-1.2,147.5,153,-12.8,141.2,11.4,138.1,175.3,-5.8,129.9,157.5,8.5,154.4,166.2,16.1,127,156.3,7.4
"145",2007,9,128.9,125.9,141.5,154,164.8,166.8,2,1.1,0.2,30,35.9,24.1,6.9,34.3,32.7,10,7.6,50.7,3.6,9,6.7,124.5,179.2,-1.9,104.2,105.8,-8.9,114.4,138.3,-5,124.8,154,2,130.9,164.8,1.1,142.7,205.5,4.8,110,112.5,-10.1,119.4,44.6,130.9,166.8,0.2,118.8,144.1,3,149.2,160.7,2,115.3,141.9,3.2
"146",2007,8,80.7,75.3,103.7,150,148.4,152.2,6.8,0.3,2.2,31.5,36.6,26.4,9.6,36.6,32.2,9.5,8,51.1,4.4,8.3,6.4,118.1,169.8,5.7,99.7,107.3,0.8,108.9,135,3.4,121.5,150,6.8,117.9,148.4,0.3,126,181.4,5.3,103.4,111.1,-4.4,62,-51.5,117.9,152.2,2.2,124.9,151.4,13.4,147.3,158.6,15.7,122.3,150.5,13.2
"147",2007,7,133.3,129.7,148.8,166.9,187.2,189.4,6.2,4.6,4.6,33.1,37.4,28.8,12.2,38.9,31.7,9,8.3,51.5,5.1,7.7,6.2,138.9,199.8,7.6,141.6,145.7,-1.6,140.2,169.7,3,135.2,166.9,6.2,148.8,187.2,4.6,148.1,213.1,7.4,150,156,-0.6,138.8,7.1,148.8,189.4,4.6,122.1,148,8.2,116.7,125.7,22.6,122.7,151,6.8
"148",2007,6,135.1,131.5,150.1,158.9,176.4,180.7,-6.8,-5.9,-5,30.1,36.8,23.4,10.6,31.2,33.3,10.9,4.4,49,5.1,6.4,5,128.3,184.6,-7.2,135.3,144.3,-4.6,131.8,162.2,-5.9,128.7,158.9,-6.8,140.1,176.4,-5.9,138.6,199.5,-6.2,142.9,154.3,-2.8,77.9,-37,140.1,180.7,-5,117.7,142.7,-7.8,123.1,132.6,-3.8,117.1,144.1,-8.2
"149",2007,5,127.8,126.5,133.4,148.9,158.4,158.8,5.5,-2.2,-2.8,26.7,34.5,18.8,9.5,25.8,32.6,11.1,4.7,47.4,5.6,6.9,6.1,119,171.2,-5.3,115.1,114.3,-0.4,117,139.5,-3.1,120.6,148.9,5.5,125.9,158.4,-2.2,127.5,183.6,-5.4,123,124.1,3,149.8,17.2,125.9,158.8,-2.8,115.6,140.1,14.9,128,137.9,40.1,114.1,140.5,12.3
