"","YEAR","MONTH","I2015_NSA_IS.IP_F","I2015_NSA_IS.IP_F_CC1","I2015_NSA_IS.IP_F_CC2","I2015_NSA_IS.PEI_F_CC1","I2015_NSA_IS.PEI_F_CC11","I2015_NSA_IS.PEI_F_CC11_X_CC113","RT12.NSA_F_CC1_IS.PEI","RT12.NSA_F_CC11_IS.PEI","RT12.NSA_F_CC11_X_CC113_IS.PEI","BS.CCI.BAL_NSA","BS.CEME.BAL_NSA","BS.COB.BAL_NSA","BS.CPE.BAL_NSA","BS.CTA.BAL_NSA","BS.FLBA1.PC_NSA","BS.FLBA2.PC_NSA","BS.FLBA3.PC_NSA","BS.FLBA4.PC_NSA","BS.FLBA5.PC_NSA","BS.FLBA6.PC_NSA","BS.FLBA7.PC_NSA","PNUM_F_CC111_NSA_I10","PNUM_F_CC111_NSA_I15","PNUM_F_CC111_NSA_PCH_SM","PNUM_F_CC112_NSA_I10","PNUM_F_CC112_NSA_I15","PNUM_F_CC112_NSA_PCH_SM","PNUM_F_CC11_X_CC113_NSA_I10","PNUM_F_CC11_X_CC113_NSA_I15","PNUM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC1_NSA_I10","PSQM_F_CC1_NSA_I15","PSQM_F_CC1_NSA_PCH_SM","PSQM_F_CC11_NSA_I10","PSQM_F_CC11_NSA_I15","PSQM_F_CC11_NSA_PCH_SM","PSQM_F_CC111_NSA_I10","PSQM_F_CC111_NSA_I15","PSQM_F_CC111_NSA_PCH_SM","PSQM_F_CC112_NSA_I10","PSQM_F_CC112_NSA_I15","PSQM_F_CC112_NSA_PCH_SM","PSQM_F_CC113_NSA_I15","PSQM_F_CC113_NSA_PCH_SM","PSQM_F_CC11_X_CC113_NSA_I10","PSQM_F_CC11_X_CC113_NSA_I15","PSQM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC12_NSA_I10","PSQM_F_CC12_NSA_I15","PSQM_F_CC12_NSA_PCH_SM","PSQM_F_CC122_NSA_I10","PSQM_F_CC122_NSA_I15","PSQM_F_CC122_NSA_PCH_SM","PSQM_F_CC12_X_CC122_NSA_I10","PSQM_F_CC12_X_CC122_NSA_I15","PSQM_F_CC12_X_CC122_NSA_PCH_SM"
"40",2016,6,111.1,107.8,122.9,117.8,122.4,122.4,-2.3,6.3,7.9,-31,-15.1,-47,-26.3,-15.2,24.6,54.1,4.1,7.9,0.9,7.9,14.1,85.6,125,6.6,120,121.8,10.2,102.8,123.2,8.5,94.9,117.8,-2.3,96.2,122.4,6.3,84.9,124.1,7.1,116.2,120.1,9.3,121.5,-21.4,96.2,122.4,7.9,93.6,113.5,-9.6,102.3,110.2,8.3,92.6,114,-11.5
"41",2016,5,102.1,100.7,107,99.6,107.9,107.6,14.9,32.4,30,-31.1,-14.2,-48,-28.4,-15.2,24.8,54.9,3,8.3,0.8,6.9,13.6,75.3,110,25.6,102.2,104.1,38.2,88.8,106.7,32.2,80.1,99.6,14.9,84.7,107.9,32.4,75.8,110.1,24.7,100.7,104.2,38.9,114.3,114.4,84.7,107.6,30,75.7,91.8,0.2,89.4,96.3,40.4,74.1,91.2,-3.7
"42",2016,4,99.3,96.4,109.5,106.3,103.6,102.4,15.4,12.6,10.3,-31.6,-16.4,-46.8,-29.1,-23.1,24.6,55.4,3.7,7.8,1.2,7.6,14.1,70.9,102.9,10.6,103.2,105.1,15.2,87.1,104.1,13.2,85.5,106.3,15.4,80.9,103.6,12.6,70.6,102.5,10.1,99.3,102.3,10.8,131.2,75.9,80.9,102.4,10.3,89.8,108.9,18.1,123.2,132.7,96.6,85.9,105.7,10.6
"43",2016,3,100.5,98.6,107.5,103.8,109,109,3.3,6,5.8,-34.7,-20.7,-48.7,-30.6,-25.6,22.4,56.4,3.4,8.2,1.5,8.6,14.3,77.7,113,15.1,103.8,104.6,-2.9,90.8,108.3,4.6,83.6,103.8,3.3,85.8,109,6,76.9,112,12.7,101.4,104.8,-3,109.1,9.4,85.8,109,5.8,81.6,98.9,0.6,82.9,89.3,-10,81.4,100.2,2.1
"44",2016,2,101.2,102.5,96.7,99.4,99.2,99.3,13.1,19.4,17.4,-36.6,-23,-50.2,-31.7,-17.9,23.2,56.7,3.1,8.1,1.1,9.1,14.4,67.6,98,5.9,99.9,100.6,40.5,83.8,99.4,23,80.1,99.4,13.1,78,99.2,19.4,67.9,98.4,5.9,96,100.5,38,95.8,89.3,78,99.3,17.4,82.1,99.6,7.9,74.6,80.4,-11.6,83,102.2,10.6
"45",2016,1,93.3,96.2,82.9,95.6,91.8,93,18,4.4,4,-35.4,-21.4,-49.4,-30.4,-12.9,23.5,57.8,2.3,7.8,1.3,8.8,13.6,65.9,95.3,2,85.5,87.5,7.8,75.7,91,5.1,77.3,95.6,18,72.6,91.8,4.4,66.5,96.3,1.7,83.5,88.3,7.7,63.9,20.3,72.6,93,4,81.9,99.2,33.2,78.2,84.2,5.1,82.3,101.3,37.3
"46",2015,12,86.4,87.4,82.9,105.1,115.6,113.6,8.1,15.6,16.3,-43,-32.5,-53.4,-33,-13,22.9,55.9,1.6,7.6,0.7,9.2,12.8,70.7,102.4,11.5,130.5,130.3,23.6,100.7,118,18.7,84.8,105.1,8.1,91.3,115.6,15.6,70.6,102.3,10.7,128,129.3,23.1,161.8,6.2,91.3,113.6,16.3,78.6,95.3,0.7,90.2,97.2,1.1,77.3,95.1,0.7
"47",2015,11,108.8,109,107.9,99.3,98.3,96.1,29.1,29.5,25.3,-40.7,-29.7,-51.8,-32.9,-16.2,23.2,56,1,8.2,0.9,9.4,13.2,63.1,92,21.4,108.2,102.9,37.4,85.7,98.1,30.3,80,99.3,29.1,77.2,98.3,29.5,62.5,91,20.1,103.4,103.2,32.5,147.9,153.3,77.2,96.1,25.3,82.7,100.2,28.8,80,86.1,24.8,83,102.1,29.2
"48",2015,10,111.4,109.6,117.8,113.2,107.3,109,9.6,8.1,11.3,-40.9,-27.1,-54.7,-35.2,-20.7,22.2,56.3,1,7.8,1.2,9.3,13.3,69.8,101.2,9.4,117.7,126.2,18.7,93.8,115.1,14.9,91.4,113.2,9.6,84.6,107.3,8.1,67.8,98.1,5.8,114.3,124.3,18.2,66.8,-49.1,84.6,109,11.3,97.9,118.7,10.9,132.6,142.9,37.5,93.8,115.5,7.4
"49",2015,9,109.3,108.9,110.7,110.9,112.9,112.2,2.8,7.8,6.8,-39.9,-24.8,-55.1,-32.4,-22.5,23.6,57.8,0.7,7.1,1,9,15.4,78.9,114.7,6.4,110,108.6,11.8,94.5,111.3,9.3,89.1,110.9,2.8,88.4,112.9,7.8,79.4,115.4,5.8,104.3,107.9,8.4,128.5,33,88.4,112.2,6.8,89.9,109,-1.6,131.3,141.4,21.3,85,104.6,-4.9
"50",2015,8,60.1,57.8,68.2,88.5,88,89.5,6.9,16.4,20.5,-41.4,-26.7,-56.1,-32.1,-18.1,24.4,56.6,1.1,7.3,0.9,10.2,15.5,64.3,93,13,78.5,83.3,36.3,71.4,87.6,24.3,71.3,88.5,6.9,69.1,88,16.4,64.8,93.8,12.7,76.7,83.4,35.2,55.1,-48.6,69.1,89.5,20.5,73.3,88.9,-0.6,86.6,93.2,16.9,71.7,88.3,-2.6
"51",2015,7,107.3,106.7,109.8,114.3,115.3,113.6,-3.2,0.3,-1.4,-42,-26.4,-57.7,-34.4,-25.6,23.5,58.7,0.8,7.4,1.1,9.4,15.6,79.6,114.7,5.5,113.7,111.3,-8.2,96.7,112.8,-2.5,92.4,114.3,-3.2,91.2,115.3,0.3,79.7,115,4.6,111.6,111.7,-8.9,154.1,38.3,91.2,113.6,-1.4,93.5,113.4,-6.3,121.6,131,9.3,90.2,111,-8.4
"52",2015,6,113.6,113.2,115.2,120.6,115.2,113.4,7.2,10.5,10.3,-42.8,-26.9,-58.6,-36.4,-32.4,24.3,57.6,1,6.3,1.3,9.4,14.7,81.8,117.3,21.2,116.5,110.5,5.4,99.2,113.5,12.2,97.5,120.6,7.2,91.2,115.2,10.5,80.6,115.9,17.3,109.9,109.9,1.5,154.6,11.1,91.2,113.4,10.3,103.6,125.6,4.7,94.6,101.8,-19.8,104.7,128.8,8.1
"53",2015,5,97.8,98.1,96.9,86.7,81.5,82.8,1.5,-5.9,-3.3,-44.4,-31.5,-57.3,-38.1,-34,24.4,58.5,1.4,7.3,1.2,9.2,14.2,61.2,87.6,-3.5,71.6,75.3,-4.8,66.4,80.7,-4.2,70.3,86.7,1.5,64.8,81.5,-5.9,61.5,88.3,-3.1,70.7,75,-3.6,53.3,-50.9,64.8,82.8,-3.3,75.5,91.6,8.5,63.7,68.6,9.2,76.9,94.7,8.5
"54",2015,4,102.9,102.5,104.4,92.1,92,92.8,5.1,10.3,10.1,-45.2,-31.9,-58.5,-39,-38.4,25,58.6,1.8,6.8,1.3,9.3,14.4,64,93,-1,89.5,91.2,35.7,76.8,92,16.5,74.5,92.1,5.1,72.9,92,10.3,64.3,93.1,-2.4,88.1,92.3,34.5,74.6,16,72.9,92.8,10.1,76.1,92.2,0.8,62.7,67.5,-24.8,77.7,95.6,4.1
"55",2015,3,107.1,107.5,105.7,100.5,102.8,103,-17.4,-9.6,-7.7,-44.9,-30.6,-59.3,-38.6,-42.1,22.8,59.6,3.1,6.4,0.8,9.5,14.3,68.6,98.2,-6.6,106.5,107.7,-8.7,87.6,103.5,-7.8,81.2,100.5,-17.4,81.4,102.8,-9.6,69.2,99.4,-5.7,102.9,108,-10.2,99.7,-38.1,81.4,103,-7.7,81.1,98.3,-23.9,92.1,99.2,-5.4,79.7,98.1,-25.9
"56",2015,2,101.8,103.6,95.4,87.9,83.1,84.6,-7.4,-9.2,-8.3,-45.8,-31.5,-60.1,-40,-37,22.9,59.5,3.6,6.6,0.6,9.6,14.5,64.3,92.5,-7.7,68.1,71.6,-8.6,66.2,80.8,-8.2,70.8,87.9,-7.4,65.3,83.1,-9.2,64.5,92.9,-7.2,66.7,72.8,-10.6,50.6,-31,65.3,84.6,-8.3,76.1,92.3,-5.9,84.5,91,-19.6,75.1,92.4,-3.8
"57",2015,1,93.5,95.9,85.2,81,87.9,89.4,-13.8,-5.7,-5.3,-46.4,-33.8,-58.9,-39.2,-27.7,22.6,60.1,3.4,6.7,1,9.8,13.9,64.5,93.4,-8.5,78.4,81.2,2.5,71.5,86.6,-3,65.5,81,-13.8,69.7,87.9,-5.7,65.4,94.7,-7.5,77.2,82,-1.3,53.1,-21.8,69.7,89.4,-5.3,61.5,74.5,-21.3,74.4,80.1,-36.1,59.9,73.8,-18.5
"58",2014,12,87.6,88.7,83.4,97.2,100,97.7,-9.2,-4.3,-5.7,-47.8,-35.6,-59.9,-42.4,-26.7,22.3,59.9,1.7,7.3,0.9,10.7,14.8,63.8,91.8,-6.3,110.6,105.4,-3.6,87.2,99.4,-4.7,78.9,97.2,-9.2,79.8,100,-4.3,64.2,92.4,-6.6,107.6,105,-4.7,152.3,21.7,79.8,97.7,-5.7,78.1,94.6,-13.4,89.3,96.1,-57.1,76.7,94.4,0.6
"59",2014,11,103.2,103.4,102.4,76.9,75.9,76.7,-17.6,-13.4,-12.3,-45.8,-32.3,-59.3,-40.3,-28.7,23.4,58.7,1.8,8.1,1.3,10.5,14.7,52.6,75.8,-8.9,72.8,74.9,-17.5,62.7,75.3,-13.8,62.2,76.9,-17.6,60.1,75.9,-13.4,52.7,75.8,-9.7,73.2,77.9,-15.7,58.4,-35.4,60.1,76.7,-12.3,64.1,77.8,-21.1,64.1,69,-40.3,64.2,79,-18
"60",2014,10,114.6,113.1,120.3,103.3,99.3,97.9,-17,-13.5,-14.6,-45.4,-30.8,-60,-39.6,-36.4,22.6,58.5,1.3,8.4,1.3,10.5,15.2,64.5,92.5,-8.1,108.9,106.3,-18.7,86.7,100.2,-14.6,83.5,103.3,-17,78.6,99.3,-13.5,64.6,92.7,-7.9,103.5,105.2,-21.6,131.2,9.2,78.6,97.9,-14.6,88.3,107,-19.8,96.4,103.9,-27.4,87.3,107.5,-18.6
"61",2014,9,110.2,109,114.9,107.9,104.7,105.1,-7.4,0.3,0.1,-40.8,-28.7,-52.9,-38.1,-31.3,24.7,54.9,1.6,9.4,1.2,10.5,15,74.7,107.8,1.4,97.2,97.1,1.6,86,101.8,1.5,87.4,107.9,-7.4,83.2,104.7,0.3,75.8,109.1,1.4,96.2,99.5,-1.9,96.6,6,83.2,105.1,0.1,91.4,110.8,-13.2,108.3,116.6,12.8,89.4,110,-16
"62",2014,8,61.1,59.1,68.4,82.8,75.6,74.3,-8,-5.6,-8.5,-40.2,-28.4,-52.1,-37.5,-22.7,26.2,52.6,1.6,9.4,1,10.9,14.1,57,82.3,-2.7,65.1,61.1,-14.2,61.1,70.5,-8.6,67.1,82.8,-8,60.2,75.6,-5.6,57.8,83.2,-3.4,64.6,61.7,-17.2,107.1,97.6,60.2,74.3,-8.5,73.8,89.4,-9.9,74,79.7,23.6,73.7,90.7,-12.7
"63",2014,7,111.2,109.8,116.3,118.1,115,115.2,-7.1,2.5,1.6,-38.3,-24.3,-52.3,-38.3,-23.2,26.3,52.8,1.2,9.9,1,10.7,14.3,75.5,108.7,2.9,122.6,121.3,-0.2,99.1,115.7,1.1,95.5,118.1,-7.1,91.1,115,2.5,76.2,109.9,4.3,117.4,122.6,-1.7,111.4,33.1,91.1,115.2,1.6,99.8,121,-14.2,111.4,119.9,-15.3,98.5,121.2,-14
"64",2014,6,111.9,111,115,112.5,104.3,102.8,-2,0.7,0.8,-33.8,-22.6,-45,-34.9,-16.6,25.7,51.4,3.1,9.1,0.8,11,14.2,67,96.8,-1.6,108.5,104.8,-0.8,87.8,101.2,-1.2,90.8,112.5,-2,82.2,104.3,0.7,68.5,98.8,1.4,106.6,108.3,-0.1,139.1,-0.7,82.2,102.8,0.8,99,120,-4.1,117.8,126.9,20.9,96.8,119.1,-6.8
"65",2014,5,101,101.4,99.6,85.4,86.6,85.6,-16.8,-1.4,-2.7,-31.2,-19.9,-42.4,-37.7,-17.7,26.8,49.7,3.4,8.2,0.9,11,14.6,63.1,90.8,1.3,81.7,79.1,-4.5,72.4,84.2,-1.9,69.1,85.4,-16.8,68.7,86.6,-1.4,63.3,91.1,3.1,78.2,77.8,-11.1,108.6,29.6,68.7,85.6,-2.7,69.6,84.4,-27.5,58.3,62.8,-43.3,70.9,87.3,-25.4
"66",2014,4,106.7,105.7,110.5,87.6,83.4,84.3,-13.9,-14.5,-14.1,-30.6,-19.1,-42,-36.9,-21.1,26.3,50.4,4.4,8.9,0.9,11.4,14.4,65.4,93.9,-3,65.8,67.2,-30.3,65.6,79,-18.2,70.9,87.6,-13.9,66.1,83.4,-14.5,66.5,95.4,-0.7,65.4,68.6,-32,64.3,-23.2,66.1,84.3,-14.1,75.5,91.5,-13.3,83.4,89.8,12.1,74.6,91.8,-15.8
"67",2014,3,107,106.3,109.5,121.7,113.7,111.6,-2.1,-14,-16,-27.6,-17.8,-37.3,-33.8,-20.1,25.9,48.3,7.8,7.9,0.9,11.1,13.8,73,105.1,-25.2,123.6,117.9,-4.6,98.4,112.3,-14.3,98.5,121.7,-2.1,90.1,113.7,-14,73.2,105.4,-22.6,120.1,120.3,-6.2,161,34.6,90.1,111.6,-16,106.5,129.2,10.5,97.4,104.9,1.4,107.6,132.4,11.5
"68",2014,2,107.6,109.4,100.6,94.9,91.5,92.3,-24.9,-40.1,-41.2,-29.5,-20.4,-38.6,-33.8,-14.4,25.9,48.4,6.7,8.8,0.8,10.8,13.1,69.8,100.2,-48.5,77.2,78.3,-13.1,73.5,88,-35.4,77,94.9,-24.9,73,91.5,-40.1,70.1,100.1,-50.3,78.1,81.4,-14.2,73.3,39.6,73,92.3,-41.2,80.9,98.1,-3.8,105.1,113.2,-6.4,78,96,-3.4
"69",2014,1,100.4,103,90.5,94,93.2,94.4,-26,-32.1,-32.9,-29.2,-18.9,-39.5,-33.2,-13.1,25.6,47,6.6,10.2,0.8,11,13.2,71,102.1,-40.6,78,79.2,-4.8,74.5,89.3,-27,76.1,94,-26,74.1,93.2,-32.1,71.2,102.4,-42.2,79.2,83.1,-6.9,67.9,7.9,74.1,94.4,-32.9,78.1,94.7,-19.3,116.5,125.4,27.2,73.6,90.6,-24.4
"70",2013,12,92.2,93.4,87.6,107,104.5,103.6,-3.6,-16.5,-19,-30.7,-20,-41.4,-38.2,-14.7,26.9,42.9,2.8,8.1,1,13.7,11.4,68.2,98,-29.2,108.3,109.3,0.8,88.3,104.3,-14.3,86.6,107,-3.6,83,104.5,-16.5,68.8,98.9,-29,108.1,110.2,-1.5,125.1,103.7,83,103.6,-19,90.2,109.3,11.5,208.2,224.2,92.1,76.3,93.8,-1.7
"71",2013,11,109.5,109.2,110.6,93.3,87.6,87.5,-18,-15.8,-15.6,-32.6,-23,-42.2,-35.4,-9.3,23.6,45.7,3.1,10.1,1.1,10.8,14.2,57.8,83.2,-25.9,87.6,90.8,5.7,72.7,87.4,-10.5,75.1,93.3,-18,68.6,87.6,-15.8,58.3,83.9,-26.2,86.9,92.4,3,90.4,-18.6,68.6,87.5,-15.6,81.4,98.6,-19.7,107.4,115.6,-6.5,78.3,96.4,-21.4
"72",2013,10,120.6,119.1,126.3,124.5,114.8,114.6,-9.7,-11.6,-10.5,-26.4,-12.6,-40.3,-32,-7.4,25,45.2,2.6,11.5,1.5,10.6,14.6,69.8,100.6,-20.5,126.5,130.7,9.1,98.2,117.3,-4.5,101.1,124.5,-9.7,91.7,114.8,-11.6,70.5,100.7,-21.4,129.4,134.1,4.6,120.2,-29,91.7,114.6,-10.5,110.1,133.4,-8.3,133,143.2,14.6,107.4,132.1,-10.8
"73",2013,9,114.5,114.1,116,116.5,104.4,105,-12.7,-18.3,-18.9,-24.5,-12.8,-36.1,-31.8,-8.5,25.5,44.2,5.8,11.5,1,10.7,16.5,73.9,106.3,-19.2,94.7,95.6,-18.5,84.3,100.3,-18.9,94.3,116.5,-12.7,82.9,104.4,-18.3,74.7,107.6,-20.5,97.4,101.4,-16.2,91.1,-2.5,82.9,105,-18.9,105.3,127.7,-7.9,96,103.4,-28.1,106.4,131,-5.1
"74",2013,8,65.7,63.7,73.1,90,80.1,81.2,-23.7,-33,-28.8,-25.6,-13.9,-37.4,-30.5,-6.3,26.3,43.5,7.1,11.6,1,10.5,16.6,58.8,84.6,-28.9,68.6,71.2,-30.5,63.7,77.1,-29.8,72.9,90,-23.7,63.6,80.1,-33,59.8,86.1,-29,70.3,74.5,-28.5,54.2,-77.6,63.6,81.2,-28.8,81.9,99.2,-15,59.9,64.5,-59.3,84.4,103.9,-6.5
"75",2013,7,117.5,115.6,124.7,127.1,112.2,113.4,-9.7,-22.2,-21.4,-27.3,-14.7,-39.9,-39.4,-16.3,24.7,45.3,10.7,12.2,1,12,16.7,73.4,105.6,-24,116,121.5,-15.1,94.8,114.4,-19,102.9,127.1,-9.7,89,112.2,-22.2,73.3,105.4,-25.9,117,124.7,-15.2,83.7,-40.5,89,113.4,-21.4,116.3,141,2.5,131.4,141.5,-20.7,114.5,141,6.7
"76",2013,6,114.7,114.1,117,114.8,103.6,102,-14.8,-22.7,-24.3,-28.6,-15.6,-41.7,-38.3,-29.5,25,46.8,17.5,11.4,0.8,11.3,15,68.4,98.4,-28.5,106.9,105.6,-14.8,87.7,102.4,-21.2,92.9,114.8,-14.8,82.2,103.6,-22.7,67.8,97.4,-30.6,107.7,108.4,-14.8,140.1,21.4,82.2,102,-24.3,103.2,125.1,-7.6,97.5,105,-19.3,103.9,127.8,-6.2
"77",2013,5,106.7,107.4,104,102.6,87.8,88,-12.9,-24.9,-25.9,-28.9,-16.1,-41.7,-37.8,-31.1,25.3,47.6,15.7,11.3,1.1,11.5,14.6,62.2,89.6,-20.8,82.5,82.8,-30.1,72.4,85.8,-26.1,83.1,102.6,-12.9,69.7,87.8,-24.9,61.4,88.4,-23.3,84.6,87.5,-29.1,83.8,10.1,69.7,88,-25.9,96,116.4,-1.8,102.9,110.8,5.9,95.2,117.1,-2.7
"78",2013,4,108.5,108.2,109.4,101.7,97.5,98.1,-11.3,-21.2,-21.4,-26.3,-11.6,-40.9,-38.8,-36.5,23.5,49.7,17.8,11.9,0.8,11,16.1,67.2,96.8,-21.2,94.2,96.4,-18.1,80.8,96.6,-19.5,82.4,101.7,-11.3,77.7,97.5,-21.2,66.8,96.1,-23.3,96.9,100.9,-18.6,83.7,-18.2,77.7,98.1,-21.4,87,105.5,-0.5,74.4,80.1,-32.3,88.5,109,4.5
"79",2013,3,105.2,105.5,104.2,124.3,132.2,132.8,-5,-1.3,1.4,-27.9,-17.6,-38.3,-36,-28.2,25.5,46.8,11.2,9.7,0.8,11.9,16.2,97.9,140.5,11.1,121.1,123.6,3.9,109.5,131.1,7.2,100.6,124.3,-5,105,132.2,-1.3,94.8,136.1,4.9,123.1,128.2,-3.5,119.6,-41.3,105,132.8,1.4,96.4,116.9,-8.7,96.1,103.5,-14,96.4,118.7,-8.1
"80",2013,2,106,107.7,99.3,126.4,152.7,157.1,3.9,27.9,32.5,-26.2,-17.1,-35.3,-32,-21.3,26.2,46.5,10.2,11,0.8,11.9,16.3,135,194.4,45.3,84.7,90.1,2,109.8,136.3,25.6,102.3,126.4,3.9,121.2,152.7,27.9,140,201.5,47.2,88,94.9,1.9,52.5,-61.6,121.2,157.1,32.5,84.1,102,-17.5,112.3,120.9,-39,80.8,99.4,-12.4
"81",2013,1,95.4,98,85.2,127,137.3,140.6,4.1,6.8,7.8,-25.6,-16.9,-34.4,-31.7,-16,26.8,45,8.1,12.6,1.3,11.6,15.4,119.3,171.8,15.8,79.9,83.2,-14.3,99.6,122.4,2.2,102.8,127,4.1,109.1,137.3,6.8,123.1,177.1,17.4,84.4,89.3,-12.1,62.9,-26,109.1,140.6,7.8,96.8,117.3,1.2,91.5,98.6,-9.4,97.4,119.9,2.6
"82",2012,12,87.8,88.9,83,111,125.1,127.9,-17.4,-14.4,-13.5,-29.9,-23.2,-36.5,-33.9,-14.2,28.1,47.1,3.6,11.6,0.8,10.7,14.9,96.5,138.4,-4.9,101.2,108.4,-26.4,98.9,121.7,-16.9,89.9,111,-17.4,99.3,125.1,-14.4,96.9,139.3,-4.5,103.4,111.9,-25.7,61.4,-43.6,99.3,127.9,-13.5,80.8,98,-20.6,108.4,116.7,-10.1,77.6,95.4,-22.2
"83",2012,11,113.8,113.7,114.3,113.8,104,103.7,-1.6,-13,-14.8,-28.6,-20,-37.1,-34.5,-15.5,28.2,46.5,3.3,12,0.9,10.8,15,77.9,112.3,-8.9,89.2,85.9,-23.8,83.6,97.6,-16.9,92.1,113.8,-1.6,82.6,104,-13,78.9,113.7,-8.2,89.1,89.7,-24.5,111.1,55.4,82.6,103.7,-14.8,101.3,122.8,9.4,114.8,123.6,22.5,99.7,122.7,7.9
"84",2012,10,118,116.7,123.4,137.9,129.9,128.1,-5.9,-1.7,-1.9,-26.5,-16.8,-36.1,-33.7,-15,27.7,45,2.8,12.1,1.3,11.2,14.4,88,126.6,0,121.7,119.8,-8,104.9,122.8,-4.5,111.6,137.9,-5.9,103,129.9,-1.7,89.1,128.1,1.1,127.8,128.2,-5.7,169.2,0.2,103,128.1,-1.9,119.9,145.4,-9.1,116,125,-28.4,120.3,148.1,-6.3
"85",2012,9,108.4,108,110.3,133.5,127.8,129.4,-6.8,-18.5,-18.9,-21.9,-14,-29.9,-32.6,-12.4,28.5,43.1,5.5,12.6,0.9,10.8,16.2,91.4,131.5,-14.7,113.3,117.3,-26.2,102.4,123.6,-21.2,108.2,133.5,-6.8,101.9,127.8,-18.5,94,135.3,-13,115.8,121,-26.6,93.4,-4.2,101.9,129.4,-18.9,114.4,138.7,6.3,133.6,143.9,40.7,112.1,138,2.8
"86",2012,8,67.8,65.6,76.7,118,119.5,114.1,-5.9,-2.8,-9.2,-19.7,-12.2,-27.2,-30.3,-7.3,28.8,42.4,6.3,12.8,1.5,11,15.7,82.8,119,-6.3,119.2,102.5,-12.6,101.1,109.8,-9.7,95.6,118,-5.9,94.9,119.5,-2.8,84.2,121.2,-7.1,113.9,104.2,-12.4,241.9,289.5,94.9,114.1,-9.2,96.2,116.7,-8.6,147.1,158.4,51.1,90.2,111.1,-15
"87",2012,7,113.6,112.8,117.1,140.8,144.2,144.3,-5,-7.1,-6.9,-19.8,-11.6,-27.9,-27.7,-12.8,29.2,40.7,7.6,14.7,1.4,11.4,15.8,96.7,139,-8.5,139.8,143.1,-5.4,118.3,141.3,-6.8,113.9,140.8,-5,114.3,144.2,-7.1,98.9,142.3,-8.1,141.7,147.1,-5.2,140.7,-13.7,114.3,144.3,-6.9,113.5,137.6,-2.9,165.7,178.5,10.9,107.4,132.1,-5
"88",2012,6,114.5,113.3,119.4,134.8,134,134.8,2.1,-6.8,-7.1,-18.1,-6.5,-29.7,-24.7,-17.6,29.7,41.1,4.9,13.6,0.9,11.2,15,95.6,137.6,-13.2,121.7,124,1.2,108.7,130,-6.1,109.2,134.8,2.1,106.5,134,-6.8,97.5,140.3,-12.3,122.5,127.2,2.4,115.4,2.1,106.5,134.8,-7.1,111.7,135.4,11.7,120.8,130.1,30.6,110.6,136.2,9.8
"89",2012,5,106,106.4,104.3,117.8,116.9,118.7,-12,-18.6,-18.1,-17.3,-7.7,-26.8,-25.1,-19,28.5,42,5.9,13.7,0.9,8.7,14.6,78.7,113.2,-29.7,113.1,118.4,1.8,95.9,116.1,-14.7,95.4,117.8,-12,92.9,116.9,-18.6,80.1,115.3,-29.2,115.6,123.5,3,76.1,-31.5,92.9,118.7,-18.1,97.8,118.5,-5.2,97.1,104.6,5.3,97.9,120.4,-6.2
"90",2012,4,104.9,105.2,104,114.6,123.8,124.8,-7.7,3.1,4,-14.8,-4.5,-25.1,-23.8,-19,27.7,41.4,4.7,15.5,1.1,10.2,15.1,85.8,122.9,-8.6,115.8,117.7,27.1,100.9,120,8,92.8,114.6,-7.7,98.4,123.8,3.1,87.3,125.3,-8.5,118.1,124,28.9,102.3,-17.1,98.4,124.8,4,87.4,106,-17.1,109.8,118.3,-16.6,84.8,104.3,-17.2
"91",2012,3,111,109.9,115.7,130.9,134,131,-3,-1,-4.3,-15.8,-8.5,-23.2,-22.6,-8.4,28.8,41.1,7.6,14.7,1,10.1,15.5,88,126.5,-15.6,123.2,119,7.3,105.6,122.3,-4.6,106.2,130.9,-3,106.8,134,-1,90.1,129.7,-15.3,136.3,132.8,16.4,203.6,99.8,106.8,131,-4.3,105.6,128.1,-4.8,111.8,120.4,9.2,104.9,129.1,-6.4
"92",2012,2,99.3,102,88,121.6,119.4,118.6,9,1.3,-1.7,-14.8,-5.6,-23.9,-24.2,-2.9,28.6,43.8,7,14.4,1.2,9.4,15,93,133.8,-3.5,90.8,88.3,0.3,91.9,108.5,-1.7,98.4,121.6,9,94.7,119.4,1.3,95.1,136.9,-3.1,94,93.1,1.6,136.6,138.4,94.7,118.6,-1.7,101.9,123.6,16.9,184,198.1,67,92.2,113.5,9.2
"93",2012,1,104.8,107.3,94.7,122,128.5,130.4,-2,0,-0.3,-14.5,-6.4,-22.7,-23.3,2.5,28.6,43.9,5.1,15.1,0.9,8.5,15.5,103,148.3,-4.3,93,97.1,-0.4,98,119.8,-2.5,98.7,122,-2,102,128.5,0,104.8,150.9,-2,96.9,101.6,3.4,85,13,102,130.4,-0.3,95.6,115.9,-4.1,101,108.8,16.6,95,116.9,-6.1
"94",2011,12,91.6,93.1,85.3,134.4,146.2,147.8,3.4,6.8,7.6,-20.3,-12.4,-28.1,-28.5,0.7,32.5,43,1.8,16.2,1.2,9.2,15.8,101.2,145.6,-5.4,140.1,147.2,35.9,120.7,146.5,14,108.8,134.4,3.4,116.1,146.2,6.8,101.3,145.9,-6,142.3,150.6,34,108.9,-13.4,116.1,147.8,7.6,101.8,123.4,-0.2,120.6,129.8,39.4,99.6,122.6,-4
