nace_r2,indic_sb,geo\time	2015 	2012 	2009 
C151,V15441,PL	: cd	: 	0.0 d
C151,V15441,PT	0.1 	0.4 	0.1 
C151,V15441,RO	0.2 	0.0 	0.0 p
C151,V15441,SI	: c	: c	0.0 
C151,V15441,SK	0.1 	0.4 	0.0 
C151,V15441,UK	7.7 	2.7 	0.8 
C1511,V15420,AT	0.2 	0.5 	0.0 
C1511,V15420,BE	0.0 	0.0 	: c
C1511,V15420,BG	0.0 	0.0 	: c
C1511,V15420,CY	: c	: c	: c
C1511,V15420,CZ	: c	: c	: u
C1511,V15420,DE	: c	: c	: c
C1511,V15420,EE	0.0 	0.0 	0.0 
C1511,V15420,EL	0.0 b	0.0 	0.0 
C1511,V15420,ES	0.0 	0.4 	0.6 
C1511,V15420,FI	0.0 	0.0 	0.0 
C1511,V15420,HR	0.0 	0.0 	0.0 
C1511,V15420,HU	0.0 	0.0 	0.0 
C1511,V15420,IE	: c	: c	: c
C1511,V15420,IT	1.6 	0.1 	0.4 
C1511,V15420,LT	0.0 	0.0 	0.0 
C1511,V15420,LU	0.0 	0.0 	0.0 
C1511,V15420,LV	0.0 	0.0 	0.0 
C1511,V15420,MT	0.0 	: c	0.0 
C1511,V15420,NL	: u	: u	: u
C1511,V15420,NO	0.0 	0.0 	0.0 
C1511,V15420,PL	0.0 d	: 	0.0 d
C1511,V15420,PT	0.0 	0.0 	0.0 
C1511,V15420,RO	0.0 	0.0 	0.0 p
C1511,V15420,SI	: c	0.0 	0.0 
C1511,V15420,SK	0.0 	0.0 	0.0 
C1511,V15420,UK	0.0 	0.0 	0.0 
C1511,V15441,AT	0.0 	0.1 	0.2 
C1511,V15441,BE	0.0 	0.0 	: c
C1511,V15441,BG	0.0 	0.0 	0.0 
C1511,V15441,CY	: c	: c	: c
C1511,V15441,CZ	: c	: c	: u
C1511,V15441,DE	0.1 	0.0 	0.1 
C1511,V15441,DK	: u	: u	: c
C1511,V15441,EE	0.0 	0.0 	0.0 
C1511,V15441,EL	0.0 b	0.0 	0.0 
C1511,V15441,ES	0.3 	0.0 	0.1 
C1511,V15441,FI	0.0 	0.0 	0.0 
C1511,V15441,HR	0.0 	0.0 	0.0 
C1511,V15441,HU	0.0 	0.0 	0.0 
C1511,V15441,IE	: c	: c	: c
C1511,V15441,IT	1.6 	0.4 	1.5 
C1511,V15441,LT	0.0 	0.0 	0.0 
C1511,V15441,LU	0.0 	0.0 	0.0 
C1511,V15441,LV	0.0 	0.0 	0.0 
C1511,V15441,MT	0.0 	: c	0.0 
C1511,V15441,NL	: u	: u	: u
C1511,V15441,NO	0.0 	0.0 	0.0 
C1511,V15441,PL	0.0 d	: 	0.0 d
C1511,V15441,PT	0.0 	0.4 	0.1 
C1511,V15441,RO	0.0 	0.0 	0.0 p
C1511,V15441,SI	: c	: c	0.0 
C1511,V15441,SK	0.1 	0.0 	0.0 
C1511,V15441,UK	0.0 	0.1 	0.1 
C1512,V15420,AT	0.0 	0.0 	0.1 
C1512,V15420,BE	0.0 	: c	: c
C1512,V15420,BG	0.0 	0.0 	: c
C1512,V15420,CY	: c	: c	: c
C1512,V15420,CZ	: c	: c	: u
C1512,V15420,DE	: c	: c	: c
C1512,V15420,EE	0.0 	0.0 	0.0 
C1512,V15420,EL	0.0 b	0.0 	0.0 
C1512,V15420,ES	0.2 	0.0 	0.0 
C1512,V15420,FI	0.0 	: c	: c
C1512,V15420,HR	: c	: c	: c
C1512,V15420,HU	0.0 	0.0 	0.0 
C1512,V15420,IE	0.0 	: c	: c
C1512,V15420,IT	8.5 	1.6 	0.6 
C1512,V15420,LT	0.0 	0.0 	0.0 
C1512,V15420,LU	0.0 	0.0 	0.0 
C1512,V15420,LV	0.0 	0.0 	0.0 
C1512,V15420,MT	: c	: c	: c
C1512,V15420,NL	: u	: u	: u
C1512,V15420,NO	0.0 	0.0 	0.0 
C1512,V15420,PL	: cd	: 	0.0 d
C1512,V15420,PT	0.0 	0.0 	0.0 
C1512,V15420,RO	0.4 	0.0 	0.0 p
C1512,V15420,SI	: c	0.0 	0.0 
C1512,V15420,SK	0.0 	0.0 	0.0 
C1512,V15420,UK	0.0 	0.0 	0.0 
C1512,V15441,AT	0.0 	0.0 	0.0 
C1512,V15441,BE	0.0 	: c	: c
C1512,V15441,BG	0.0 	: c	: c
C1512,V15441,CY	: c	: c	: c
C1512,V15441,CZ	: c	: c	: u
C1512,V15441,DE	0.3 	0.1 	0.3 
C1512,V15441,DK	: u	: u	: u
C1512,V15441,EE	0.0 	0.0 	0.0 
C1512,V15441,EL	0.0 b	0.0 	0.0 
C1512,V15441,ES	0.3 	0.2 	0.1 
C1512,V15441,FI	0.0 	: c	: c
C1512,V15441,HR	: c	: c	: c
C1512,V15441,HU	0.0 	0.0 	0.0 
C1512,V15441,IE	4.4 	: c	: c
C1512,V15441,IT	13.4 	3.7 	4.8 
C1512,V15441,LT	0.0 	0.0 	0.0 
C1512,V15441,LU	0.0 	0.0 	0.0 
C1512,V15441,LV	0.0 	: c	0.0 
C1512,V15441,MT	: c	: c	: c
C1512,V15441,NL	: u	: u	: u
C1512,V15441,NO	0.0 	0.0 	0.0 
C1512,V15441,PL	: cd	: 	0.0 d
C1512,V15441,PT	0.0 	0.0 	0.0 
C1512,V15441,RO	0.2 	0.0 	0.0 p
C1512,V15441,SI	0.0 	: c	0.0 
C1512,V15441,SK	0.0 	0.4 	0.0 
C1512,V15441,UK	7.7 	2.6 	0.6 
C152,V15420,AT	0.0 	0.1 	0.4 
C152,V15420,BE	0.4 	: c	0.2 
C152,V15420,BG	0.1 	0.0 	0.1 
C152,V15420,CY	0.0 	0.0 	0.0 
C152,V15420,CZ	0.0 	0.0 	0.0 
C152,V15420,DE	0.5 	1.1 	1.4 
C152,V15420,EE	0.2 	0.0 	0.0 
C152,V15420,EL	0.0 b	0.0 	0.0 
C152,V15420,ES	2.1 	1.5 	0.2 
C152,V15420,FI	1.5 	0.8 	0.3 
C152,V15420,HR	: c	: c	: c
C152,V15420,HU	0.0 	0.1 	0.2 
C152,V15420,IE	: c	: c	0.0 
C152,V15420,IT	6.2 	11.5 	6.6 
C152,V15420,LT	0.0 	0.0 	0.0 
C152,V15420,LU	0.0 	0.0 	0.0 
C152,V15420,LV	0.0 	0.0 	0.0 
C152,V15420,MT	: c	0.0 	0.0 
C152,V15420,NL	: u	: u	: u
C152,V15420,NO	0.0 	0.0 	0.0 
C152,V15420,PL	: cd	: 	0.1 d
C152,V15420,PT	2.9 	0.6 	0.7 
C152,V15420,RO	0.4 	0.1 	0.0 p
C152,V15420,SI	0.0 	: c	: c
C152,V15420,SK	0.0 	0.0 	0.0 
C152,V15420,UK	0.0 	0.0 	0.0 
C152,V15441,AT	0.4 	0.3 	0.2 
C152,V15441,BE	0.0 	: c	0.0 
C152,V15441,BG	: c	: c	: c
C152,V15441,CY	0.0 	0.0 	0.0 
C152,V15441,CZ	0.0 	0.1 	0.1 
C152,V15441,DE	22.6 	22.8 	: c
C152,V15441,DK	: u	: u	: c
C152,V15441,EE	0.0 	0.0 	0.0 
C152,V15441,EL	0.2 b	0.0 	0.1 
C152,V15441,ES	1.5 	0.4 	1.2 
C152,V15441,FI	0.0 	0.0 	0.0 
C152,V15441,HR	: c	: c	: c
C152,V15441,HU	0.1 	0.2 	0.1 
C152,V15441,IE	: c	: c	0.0 
C152,V15441,IT	9.3 	16.1 	11.5 
C152,V15441,LT	0.0 	0.0 	0.0 
C152,V15441,LU	0.0 	0.0 	0.0 
C152,V15441,LV	0.0 	: c	0.0 
C152,V15441,MT	: c	0.0 	0.0 
C152,V15441,NL	: u	: u	: u
C152,V15441,NO	0.0 	0.1 	0.0 
C152,V15441,PL	: cd	: 	0.1 d
C152,V15441,PT	0.6 	0.6 	0.0 
C152,V15441,RO	0.1 	0.0 	0.1 p
C152,V15441,SI	: c	: c	0.0 
C152,V15441,SK	0.1 	0.1 	0.0 
C152,V15441,UK	0.6 	0.8 	0.7 
C1520,V15420,AT	0.0 	0.1 	0.4 
C1520,V15420,BE	0.4 	: c	0.2 
C1520,V15420,BG	0.1 	0.0 	0.1 
C1520,V15420,CY	0.0 	0.0 	0.0 
C1520,V15420,CZ	0.0 	: u	: u
C1520,V15420,DE	0.5 	1.1 	1.4 
C1520,V15420,EE	0.2 	0.0 	0.0 
C1520,V15420,EL	0.0 b	0.0 	0.0 
C1520,V15420,ES	2.1 	1.5 	0.2 
C1520,V15420,FI	1.5 	0.8 	0.3 
C1520,V15420,HR	: c	: c	: c
C1520,V15420,HU	0.0 	0.1 	0.2 
C1520,V15420,IE	: c	: c	0.0 
C1520,V15420,IT	6.2 	11.5 	6.6 
C1520,V15420,LT	0.0 	0.0 	0.0 
C1520,V15420,LU	0.0 	0.0 	0.0 
C1520,V15420,LV	0.0 	0.0 	0.0 
C1520,V15420,MT	: c	0.0 	0.0 
C1520,V15420,NL	: u	: u	: u
C1520,V15420,NO	0.0 	0.0 	0.0 
C1520,V15420,PL	: cd	: 	0.1 d
C1520,V15420,PT	2.9 	0.6 	0.7 
C1520,V15420,RO	0.4 	0.1 	0.0 p
C1520,V15420,SI	0.0 	: c	: c
C1520,V15420,SK	0.0 	0.0 	0.0 
C1520,V15420,UK	0.0 	0.0 	0.0 
C1520,V15441,AT	0.4 	0.3 	0.2 
C1520,V15441,BE	0.0 	: c	0.0 
C1520,V15441,BG	: c	: c	: c
C1520,V15441,CY	0.0 	0.0 	0.0 
C1520,V15441,CZ	0.0 	: u	: u
C1520,V15441,DE	22.6 	22.8 	: c
C1520,V15441,DK	: u	: u	: c
C1520,V15441,EE	0.0 	0.0 	0.0 
C1520,V15441,EL	0.2 b	0.0 	0.1 
C1520,V15441,ES	1.5 	0.4 	1.2 
C1520,V15441,FI	0.0 	0.0 	0.0 
C1520,V15441,HR	: c	: c	: c
C1520,V15441,HU	0.1 	0.2 	0.1 
C1520,V15441,IE	: c	: c	0.0 
C1520,V15441,IT	9.3 	16.1 	11.5 
C1520,V15441,LT	0.0 	0.0 	0.0 
C1520,V15441,LU	0.0 	0.0 	0.0 
C1520,V15441,LV	0.0 	: c	0.0 
C1520,V15441,MT	: c	0.0 	0.0 
C1520,V15441,NL	: u	: u	: u
C1520,V15441,NO	0.0 	0.1 	0.0 
C1520,V15441,PL	: cd	: 	0.1 d
C1520,V15441,PT	0.6 	0.6 	0.0 
C1520,V15441,RO	0.1 	0.0 	0.1 p
C1520,V15441,SI	: c	: c	0.0 
C1520,V15441,SK	0.1 	0.1 	0.0 
C1520,V15441,UK	0.6 	0.8 	0.7 
C16,V15420,AT	3.0 	2.1 	2.3 
C16,V15420,BE	5.5 	2.8 	0.5 
C16,V15420,BG	0.3 	0.3 	0.1 
C16,V15420,CY	0.0 	0.0 	0.0 
C16,V15420,CZ	-1.5 	0.1 	0.4 
C16,V15420,DE	3.7 	8.7 	1.8 
C16,V15420,EE	0.1 	0.0 	0.0 
C16,V15420,EL	0.0 b	0.0 	0.6 
C16,V15420,ES	0.2 	3.5 	5.5 
C16,V15420,FI	0.3 	1.7 	1.2 
C16,V15420,HR	1.4 	0.0 	0.0 
C16,V15420,HU	0.4 	0.1 	0.1 
C16,V15420,IE	0.3 	0.0 	0.5 
C16,V15420,IT	1.1 	1.4 	4.4 
C16,V15420,LT	0.1 	0.4 	0.2 
C16,V15420,LU	0.1 	0.0 	0.0 
C16,V15420,LV	0.2 	0.1 	0.0 
C16,V15420,MT	: c	: c	: c
C16,V15420,NL	0.9 	1.6 	1.3 
C16,V15420,NO	1.6 	1.7 	2.0 
C16,V15420,PL	: cd	: 	0.6 d
C16,V15420,PT	0.1 	0.5 	2.4 
C16,V15420,RO	0.8 	0.1 	0.3 p
C16,V15420,SI	0.2 	0.2 	: c
C16,V15420,SK	0.0 	0.0 	0.0 
C16,V15420,UK	2.5 	0.0 	0.5 
C16,V15441,AT	3.8 	4.8 	5.0 
C16,V15441,BE	0.6 	1.7 	0.9 
C16,V15441,BG	0.0 	0.0 	0.0 
C16,V15441,CY	0.0 	0.0 	0.0 
C16,V15441,CZ	1.5 	1.2 	0.5 
C16,V15441,DE	15.5 	13.7 	10.0 
C16,V15441,DK	0.3 	1.3 	0.8 
C16,V15441,EE	1.0 	0.3 	0.1 
C16,V15441,EL	0.1 b	0.1 	0.0 
C16,V15441,ES	2.3 	2.1 	4.4 
C16,V15441,FI	1.6 	5.6 	3.6 
C16,V15441,HR	8.2 	0.0 	0.0 
C16,V15441,HU	0.1 	0.1 	0.1 
C16,V15441,IE	257.0 	0.2 	0.0 
C16,V15441,IT	8.8 	6.1 	6.8 
C16,V15441,LT	2.0 	0.8 	0.8 
C16,V15441,LU	0.1 	0.0 	0.0 
C16,V15441,LV	0.4 	0.0 	0.1 
C16,V15441,MT	0.0 	: c	: c
C16,V15441,NL	3.8 	5.3 	4.7 
C16,V15441,NO	3.1 	8.5 	6.9 
C16,V15441,PL	1.8 d	: 	1.3 d
C16,V15441,PT	1.5 	1.1 	0.2 
C16,V15441,RO	0.1 	0.1 	1.0 p
C16,V15441,SI	0.5 	0.6 	: c
C16,V15441,SK	0.0 	0.2 	1.8 
C16,V15441,UK	23.5 	8.1 	2.7 
C161,V15420,AT	0.4 	1.3 	0.5 
C161,V15420,BE	2.2 	0.0 	0.0 
C161,V15420,BG	0.0 	0.1 	0.0 
C161,V15420,CY	0.0 	0.0 	: c
C161,V15420,CZ	-1.7 	0.0 	0.0 
C161,V15420,DE	0.1 	0.2 	: c
C161,V15420,EE	0.0 	0.0 	0.0 
C161,V15420,EL	0.0 b	0.0 	0.0 
C161,V15420,ES	0.0 	1.2 	0.0 
C161,V15420,FI	0.0 	0.0 	0.1 
C161,V15420,HR	1.3 	0.0 	0.0 
C161,V15420,HU	0.0 	0.0 	0.1 
C161,V15420,IE	0.0 	0.0 	0.0 
C161,V15420,IT	0.1 	0.1 	0.7 
C161,V15420,LT	0.0 	0.1 	0.1 
C161,V15420,LU	: c	: c	: c
C161,V15420,LV	0.1 	: c	0.0 
C161,V15420,MT	0.0 	0.0 	0.0 
C161,V15420,NL	0.0 	0.0 	0.0 
C161,V15420,NO	0.0 	0.0 	1.0 
C161,V15420,PL	: cd	: 	0.1 d
C161,V15420,PT	0.0 	0.1 	0.5 
C161,V15420,RO	0.1 	0.0 	0.0 p
C161,V15420,SI	0.0 	0.0 	0.0 
C161,V15420,SK	0.0 	0.0 	0.0 
C161,V15420,UK	: c	0.0 	0.0 
C161,V15441,AT	0.9 	1.1 	1.6 
C161,V15441,BE	0.1 	0.4 	0.0 
C161,V15441,BG	0.0 	0.0 	: c
C161,V15441,CY	0.0 	0.0 	: c
C161,V15441,CZ	0.3 	0.2 	0.2 
C161,V15441,DE	2.3 	1.6 	2.1 
C161,V15441,DK	: u	: u	: u
C161,V15441,EE	0.0 	0.0 	0.0 
C161,V15441,EL	0.0 b	0.0 	0.0 
C161,V15441,ES	0.1 	0.7 	0.3 
C161,V15441,FI	0.9 	4.8 	1.1 
C161,V15441,HR	7.6 	0.0 	0.0 
C161,V15441,HU	0.0 	0.0 	0.0 
C161,V15441,IE	25.3 	0.0 	0.0 
C161,V15441,IT	0.4 	1.4 	1.2 
C161,V15441,LT	0.4 	0.5 	0.4 
C161,V15441,LU	: c	: c	: c
C161,V15441,LV	0.3 	0.0 	0.0 
C161,V15441,MT	0.0 	0.0 	0.0 
C161,V15441,NL	0.3 	0.4 	0.6 
C161,V15441,NO	0.7 	1.8 	1.0 
C161,V15441,PL	0.3 d	: 	0.1 d
C161,V15441,PT	0.0 	0.1 	0.0 
C161,V15441,RO	0.0 	0.0 	0.3 p
C161,V15441,SI	0.1 	0.2 	0.0 
C161,V15441,SK	0.0 	0.0 	0.0 
C161,V15441,UK	0.1 	0.3 	1.5 
C1610,V15420,AT	0.4 	1.3 	0.5 
C1610,V15420,BE	2.2 	0.0 	0.0 
C1610,V15420,BG	0.0 	0.1 	0.0 
C1610,V15420,CY	0.0 	0.0 	: c
C1610,V15420,CZ	-1.7 	: u	: u
C1610,V15420,DE	0.1 	0.2 	: c
C1610,V15420,EE	0.0 	0.0 	0.0 
C1610,V15420,EL	0.0 b	0.0 	0.0 
C1610,V15420,ES	0.0 	1.2 	0.0 
C1610,V15420,FI	0.0 	0.0 	0.1 
C1610,V15420,HR	1.3 	0.0 	0.0 
C1610,V15420,HU	0.0 	0.0 	0.1 
C1610,V15420,IE	0.0 	0.0 	0.0 
C1610,V15420,IT	0.1 	0.1 	0.7 
C1610,V15420,LT	0.0 	0.1 	0.1 
C1610,V15420,LU	: c	: c	: c
C1610,V15420,LV	0.1 	: c	0.0 
C1610,V15420,MT	0.0 	0.0 	0.0 
C1610,V15420,NL	0.0 	0.0 	0.0 
C1610,V15420,NO	0.0 	0.0 	1.0 
C1610,V15420,PL	: cd	: 	0.1 d
C1610,V15420,PT	0.0 	0.1 	0.5 
C1610,V15420,RO	0.1 	0.0 	0.0 p
C1610,V15420,SI	0.0 	0.0 	0.0 
C1610,V15420,SK	0.0 	0.0 	0.0 
C1610,V15420,UK	: c	0.0 	0.0 
C1610,V15441,AT	0.9 	1.1 	1.6 
C1610,V15441,BE	0.1 	0.4 	0.0 
C1610,V15441,BG	0.0 	0.0 	: c
C1610,V15441,CY	0.0 	0.0 	: c
C1610,V15441,CZ	0.3 	: u	: u
C1610,V15441,DE	2.3 	1.6 	2.1 
C1610,V15441,DK	: u	: u	: u
C1610,V15441,EE	0.0 	0.0 	0.0 
C1610,V15441,EL	0.0 b	0.0 	0.0 
C1610,V15441,ES	0.1 	0.7 	0.3 
C1610,V15441,FI	0.9 	4.8 	1.1 
C1610,V15441,HR	7.6 	0.0 	0.0 
C1610,V15441,HU	0.0 	0.0 	0.0 
C1610,V15441,IE	25.3 	0.0 	0.0 
C1610,V15441,IT	0.4 	1.4 	1.2 
C1610,V15441,LT	0.4 	0.5 	0.4 
C1610,V15441,LU	: c	: c	: c
C1610,V15441,LV	0.3 	0.0 	0.0 
C1610,V15441,MT	0.0 	0.0 	0.0 
C1610,V15441,NL	0.3 	0.4 	0.6 
C1610,V15441,NO	0.7 	1.8 	1.0 
C1610,V15441,PL	0.3 d	: 	0.1 d
C1610,V15441,PT	0.0 	0.1 	0.0 
C1610,V15441,RO	0.0 	0.0 	0.3 p
C1610,V15441,SI	0.1 	0.2 	0.0 
C1610,V15441,SK	0.0 	0.0 	0.0 
C1610,V15441,UK	0.1 	0.3 	1.5 
C162,V15420,AT	2.7 	0.7 	1.7 
C162,V15420,BE	3.3 	2.8 	0.5 
C162,V15420,BG	0.2 	0.3 	0.1 
C162,V15420,CY	0.0 	0.0 	: c
C162,V15420,CZ	0.2 	0.1 	0.4 
C162,V15420,DE	3.7 	8.5 	: c
C162,V15420,EE	0.1 	0.0 	0.0 
C162,V15420,EL	0.0 b	0.0 	0.6 
C162,V15420,ES	0.2 	2.3 	5.5 
C162,V15420,FI	0.3 	1.7 	1.2 
C162,V15420,HR	0.1 	0.0 	0.0 
C162,V15420,HU	0.4 	0.1 	0.1 
C162,V15420,IE	0.3 	0.0 	0.5 
C162,V15420,IT	1.1 	1.4 	3.8 
C162,V15420,LT	0.1 	0.3 	0.1 
C162,V15420,LU	: c	: c	: c
C162,V15420,LV	0.0 	: c	0.0 
C162,V15420,MT	: c	: c	: c
C162,V15420,NL	0.9 	1.6 	1.3 
C162,V15420,NO	1.6 	1.7 	1.0 
C162,V15420,PL	: cd	: 	0.5 d
C162,V15420,PT	0.1 	0.4 	1.9 
C162,V15420,RO	0.7 	0.0 	0.3 p
C162,V15420,SI	0.1 	0.2 	: c
C162,V15420,SK	0.0 	0.0 	0.0 
C162,V15420,UK	: c	0.0 	0.5 
C162,V15441,AT	2.9 	3.7 	3.3 
C162,V15441,BE	0.5 	1.3 	0.9 
C162,V15441,BG	0.0 	0.0 	: c
C162,V15441,CY	0.0 	0.0 	: c
C162,V15441,CZ	1.2 	1.0 	0.4 
C162,V15441,DE	13.2 	12.2 	7.9 
C162,V15441,DK	: u	: u	: u
C162,V15441,EE	1.0 	0.3 	0.0 
C162,V15441,EL	0.1 b	0.1 	0.0 
C162,V15441,ES	2.2 	1.4 	4.1 
C162,V15441,FI	0.7 	0.8 	2.4 
C162,V15441,HR	0.7 	0.0 	0.0 
C162,V15441,HU	0.1 	0.1 	0.0 
C162,V15441,IE	231.7 	0.2 	0.0 
C162,V15441,IT	8.4 	4.7 	5.6 
C162,V15441,LT	1.5 	0.3 	0.4 
C162,V15441,LU	: c	: c	: c
C162,V15441,LV	0.2 	0.0 	0.1 
C162,V15441,MT	: u	: c	: c
C162,V15441,NL	3.5 	4.9 	4.2 
C162,V15441,NO	2.3 	6.7 	5.9 
C162,V15441,PL	1.5 d	: 	1.2 d
C162,V15441,PT	1.5 	1.1 	0.2 
C162,V15441,RO	0.1 	0.1 	0.7 p
C162,V15441,SI	0.4 	0.4 	: c
C162,V15441,SK	0.0 	0.2 	1.8 
C162,V15441,UK	23.4 	7.8 	1.2 
C1621,V15420,AT	0.3 	0.0 	0.1 
C1621,V15420,BE	2.9 	1.8 	0.0 
C1621,V15420,BG	: c	0.0 	: c
C1621,V15420,CY	: c	0.0 	0.0 
C1621,V15420,CZ	: u	: u	: u
C1621,V15420,DE	0.6 	3.5 	: c
C1621,V15420,EE	0.0 	0.0 	0.0 
C1621,V15420,EL	0.0 b	0.0 	0.1 
C1621,V15420,ES	0.0 	1.6 	4.7 
C1621,V15420,FI	0.0 	0.0 	0.1 
C1621,V15420,HR	0.1 	0.0 	0.0 
C1621,V15420,HU	0.4 	0.0 	0.0 
C1621,V15420,IE	: c	: c	0.5 
C1621,V15420,IT	0.8 	1.1 	0.1 
C1621,V15420,LT	0.0 	0.0 	0.0 
C1621,V15420,LU	: c	: c	: c
C1621,V15420,LV	0.0 	: c	0.0 
C1621,V15420,MT	: c	: c	0.0 
C1621,V15420,NL	: u	: u	: u
C1621,V15420,NO	0.0 	0.0 	0.1 
C1621,V15420,PL	: cd	: 	0.3 d
C1621,V15420,PT	0.1 	0.0 	0.8 
C1621,V15420,RO	0.1 	0.0 	0.2 p
C1621,V15420,SI	: c	0.1 	0.0 
C1621,V15420,SK	0.0 	0.0 	0.0 
C1621,V15420,UK	: c	0.0 	0.0 
C1621,V15441,AT	1.4 	1.0 	1.5 
C1621,V15441,BE	0.1 	0.0 	0.7 
C1621,V15441,BG	: c	: c	: c
C1621,V15441,CY	: c	0.0 	0.0 
C1621,V15441,CZ	: u	: u	: u
C1621,V15441,DE	3.2 	3.5 	1.5 
C1621,V15441,DK	: u	: u	: u
C1621,V15441,EE	0.0 	0.0 	0.0 
C1621,V15441,EL	0.0 b	0.0 	0.0 
C1621,V15441,ES	0.1 	0.5 	2.1 
C1621,V15441,FI	0.0 	0.2 	2.1 
C1621,V15441,HR	0.3 	0.0 	0.0 
C1621,V15441,HU	0.0 	0.0 	0.0 
C1621,V15441,IE	: c	: c	0.0 
C1621,V15441,IT	0.5 	0.6 	1.1 
C1621,V15441,LT	0.1 	0.0 	0.1 
C1621,V15441,LU	: c	: c	: c
C1621,V15441,LV	0.0 	: c	0.1 
C1621,V15441,MT	: c	: c	0.0 
C1621,V15441,NL	: u	: u	: u
C1621,V15441,NO	0.1 	0.5 	1.4 
C1621,V15441,PL	0.5 d	: 	0.2 d
C1621,V15441,PT	0.6 	0.3 	0.0 
C1621,V15441,RO	0.0 	0.0 	0.6 p
C1621,V15441,SI	0.0 	0.0 	: c
C1621,V15441,SK	0.0 	0.0 	0.2 
C1621,V15441,UK	: c	0.2 	0.0 
C1622,V15420,AT	0.0 	0.1 	0.1 
C1622,V15420,BE	0.0 	0.0 	0.0 
C1622,V15420,BG	: c	: c	0.0 
C1622,V15420,CY	0.0 	0.0 	0.0 
C1622,V15420,CZ	: c	: c	: c
C1622,V15420,DE	: c	0.0 	0.0 
C1622,V15420,EE	0.0 	0.0 	0.0 
C1622,V15420,EL	0.0 b	0.0 	0.0 
C1622,V15420,ES	0.0 	0.0 	0.2 
C1622,V15420,FI	0.0 	1.4 	: c
C1622,V15420,HR	0.1 	0.0 	0.0 
C1622,V15420,HU	0.0 	0.0 	0.0 
C1622,V15420,IE	: c	: c	0.0 
C1622,V15420,IT	0.0 	0.0 	0.0 
C1622,V15420,LT	0.0 	0.0 	0.0 
C1622,V15420,LU	0.0 	0.0 	0.0 
C1622,V15420,LV	0.0 	0.0 	0.0 
C1622,V15420,MT	0.0 	0.0 	0.0 
C1622,V15420,NL	: u	: u	: u
C1622,V15420,NO	0.0 	0.0 	0.0 
C1622,V15420,PL	0.0 d	: 	0.0 d
C1622,V15420,PT	0.0 	0.0 	0.0 
C1622,V15420,RO	: c	0.0 	0.0 p
C1622,V15420,SI	: c	0.0 	0.0 
C1622,V15420,SK	0.0 	0.0 	0.0 
C1622,V15420,UK	: c	0.0 	0.0 
C1622,V15441,AT	0.0 	0.3 	0.1 
C1622,V15441,BE	0.0 	0.0 	0.0 
C1622,V15441,BG	0.0 	0.0 	0.0 
C1622,V15441,CY	0.0 	0.0 	0.0 
C1622,V15441,CZ	: c	: c	: c
C1622,V15441,DE	: c	0.0 	: c
C1622,V15441,DK	: c	: c	: c
C1622,V15441,EE	0.0 	0.0 	0.0 
C1622,V15441,EL	0.0 b	0.0 	0.0 
C1622,V15441,ES	0.0 	0.1 	0.2 
C1622,V15441,FI	0.0 	0.0 	: c
C1622,V15441,HR	0.0 	0.0 	0.0 
C1622,V15441,HU	0.0 	0.0 	0.0 
C1622,V15441,IE	: c	: c	0.0 
C1622,V15441,IT	0.0 	0.0 	0.0 
C1622,V15441,LT	0.1 	0.0 	0.0 
C1622,V15441,LU	0.0 	0.0 	0.0 
C1622,V15441,LV	0.0 	0.0 	0.0 
C1622,V15441,MT	0.0 	0.0 	0.0 
C1622,V15441,NL	: u	: u	: u
C1622,V15441,NO	0.0 	0.0 	0.0 
C1622,V15441,PL	0.0 d	: 	0.1 d
C1622,V15441,PT	0.0 	0.0 	0.0 
C1622,V15441,RO	: c	0.0 	0.0 p
C1622,V15441,SI	: c	0.0 	0.0 
C1622,V15441,SK	0.0 	0.0 	0.0 
C1622,V15441,UK	: c	0.0 	0.0 
C1623,V15420,AT	2.2 	0.6 	1.4 
C1623,V15420,BE	0.2 	0.3 	0.2 
C1623,V15420,BG	0.0 	: c	0.0 
C1623,V15420,CY	0.0 	0.0 	0.0 
C1623,V15420,CZ	: u	: u	: u
C1623,V15420,DE	2.4 	3.7 	1.3 
C1623,V15420,EE	0.1 	0.0 	0.0 
C1623,V15420,EL	0.0 b	0.0 	0.4 
C1623,V15420,ES	0.1 	0.6 	0.4 
C1623,V15420,FI	0.2 	0.2 	0.1 
C1623,V15420,HR	0.0 	0.0 	0.0 
C1623,V15420,HU	0.0 	0.0 	0.1 
C1623,V15420,IE	0.0 	0.0 	0.0 
C1623,V15420,IT	0.1 	0.2 	2.3 
C1623,V15420,LT	0.1 	0.1 	0.1 
C1623,V15420,LU	: c	: c	: c
C1623,V15420,LV	0.0 	0.0 	0.0 
C1623,V15420,MT	: c	: c	: c
C1623,V15420,NL	0.8 	0.4 	0.6 
C1623,V15420,NO	1.6 	1.7 	0.9 
C1623,V15420,PL	0.0 d	: 	0.3 d
C1623,V15420,PT	0.0 	0.0 	0.1 
C1623,V15420,RO	0.5 	0.0 	0.1 p
C1623,V15420,SI	0.1 	0.0 	: c
C1623,V15420,SK	0.0 	0.0 	0.0 
C1623,V15420,UK	0.0 	0.0 	0.5 
C1623,V15441,AT	1.4 	2.3 	1.6 
C1623,V15441,BE	0.2 	1.2 	0.2 
C1623,V15441,BG	0.0 	: c	: c
C1623,V15441,CY	0.0 	0.0 	0.0 
C1623,V15441,CZ	: u	: u	: u
C1623,V15441,DE	7.0 	6.6 	4.3 
