nace_r2,indic_sb,geo\time	2015 	2012 	2009 
C2593,V15441,UK	0.5 	0.6 	0.2 
C2594,V15420,AT	: c	0.0 	0.0 
C2594,V15420,BE	0.0 	0.0 	0.0 
C2594,V15420,BG	: c	: c	0.0 
C2594,V15420,CY	0.0 	: c	: c
C2594,V15420,CZ	: u	: u	: u
C2594,V15420,DE	0.4 	0.9 	1.2 
C2594,V15420,EE	: c	: c	: c
C2594,V15420,EL	0.0 b	0.0 	0.0 
C2594,V15420,ES	0.0 	0.0 	0.2 
C2594,V15420,FI	0.0 	0.1 	0.0 
C2594,V15420,HR	0.0 	0.0 	0.0 
C2594,V15420,HU	0.0 	0.0 	0.0 
C2594,V15420,IE	: c	0.0 	: c
C2594,V15420,IT	0.5 	0.1 	0.5 
C2594,V15420,LT	0.0 	: c	: c
C2594,V15420,LU	: c	: c	: c
C2594,V15420,LV	0.0 	0.0 	0.0 
C2594,V15420,MT	0.0 	0.0 	0.0 
C2594,V15420,NL	: u	: u	: c
C2594,V15420,NO	: c	0.0 	0.0 
C2594,V15420,PL	: cd	: 	0.0 d
C2594,V15420,PT	0.0 	0.0 	0.0 
C2594,V15420,RO	0.0 	0.0 	0.0 p
C2594,V15420,SI	0.0 	0.0 	0.0 
C2594,V15420,SK	0.0 	0.0 	0.0 
C2594,V15420,UK	0.0 	0.0 	0.0 
C2594,V15441,AT	: c	0.1 	0.1 
C2594,V15441,BE	0.0 	0.1 	0.0 
C2594,V15441,BG	0.0 	0.0 	0.0 
C2594,V15441,CY	0.0 	: c	: c
C2594,V15441,CZ	: u	: u	: u
C2594,V15441,DE	3.6 	2.6 	1.2 
C2594,V15441,DK	: c	: u	: u
C2594,V15441,EE	: c	: c	: c
C2594,V15441,EL	0.0 b	0.0 	0.0 
C2594,V15441,ES	0.3 	0.2 	0.2 
C2594,V15441,FI	0.0 	0.0 	0.0 
C2594,V15441,HR	0.1 	0.0 	0.1 
C2594,V15441,HU	0.0 	0.0 	0.0 
C2594,V15441,IE	: c	0.0 	: c
C2594,V15441,IT	2.3 	0.5 	0.5 
C2594,V15441,LT	0.0 	: c	: c
C2594,V15441,LU	: c	: c	: c
C2594,V15441,LV	0.0 	0.0 	0.0 
C2594,V15441,MT	0.0 	0.0 	0.0 
C2594,V15441,NL	: u	: u	: c
C2594,V15441,NO	: c	0.0 	0.0 
C2594,V15441,PL	0.5 d	: 	0.1 d
C2594,V15441,PT	0.0 	0.0 	0.0 
C2594,V15441,RO	0.0 	0.0 	0.0 p
C2594,V15441,SI	0.0 	0.1 	: c
C2594,V15441,SK	0.0 	0.0 	0.0 
C2594,V15441,UK	0.2 	0.7 	0.2 
C2599,V15420,AT	0.1 	0.5 	0.6 
C2599,V15420,BE	1.6 	1.5 	0.4 
C2599,V15420,BG	0.8 	0.2 	0.2 
C2599,V15420,CY	0.0 	0.0 	0.0 
C2599,V15420,CZ	: u	: u	: u
C2599,V15420,DE	4.6 	9.2 	2.0 
C2599,V15420,EE	0.0 	: u	: u
C2599,V15420,EL	0.2 b	0.0 	0.3 
C2599,V15420,ES	1.2 	0.7 	5.4 
C2599,V15420,FI	1.6 	8.5 	1.9 
C2599,V15420,HR	0.4 	0.0 	0.0 
C2599,V15420,HU	0.1 	0.0 	0.0 
C2599,V15420,IE	0.0 	: c	0.0 
C2599,V15420,IT	0.9 	0.5 	3.7 
C2599,V15420,LT	0.1 	0.1 	0.0 
C2599,V15420,LU	: c	: c	: c
C2599,V15420,LV	0.1 	0.0 	0.0 
C2599,V15420,MT	: c	: c	: c
C2599,V15420,NL	: u	: u	: u
C2599,V15420,NO	2.5 	4.1 	1.1 
C2599,V15420,PL	: cd	: 	0.0 d
C2599,V15420,PT	0.0 	0.0 	0.2 
C2599,V15420,RO	0.5 d	0.2 d	0.0 dp
C2599,V15420,SI	: c	0.3 	0.0 
C2599,V15420,SK	0.0 	1.7 	0.0 
C2599,V15420,UK	0.4 	0.2 	9.7 
C2599,V15441,AT	0.6 	0.6 	0.9 
C2599,V15441,BE	0.2 	0.3 	0.4 
C2599,V15441,BG	: c	: c	0.0 
C2599,V15441,CY	0.0 	0.0 	0.0 
C2599,V15441,CZ	: u	: u	: u
C2599,V15441,DE	10.7 	9.4 	11.9 
C2599,V15441,DK	: u	: u	: u
C2599,V15441,EE	0.0 	: u	: u
C2599,V15441,EL	0.2 b	0.1 	0.0 
C2599,V15441,ES	1.7 	0.7 	2.5 
C2599,V15441,FI	0.2 	0.1 	0.1 
C2599,V15441,HR	1.0 	0.0 	0.0 
C2599,V15441,HU	0.2 	0.3 	0.2 
C2599,V15441,IE	72.3 	: c	0.0 
C2599,V15441,IT	7.2 	4.8 	6.6 
C2599,V15441,LT	0.1 	0.2 	0.1 
C2599,V15441,LU	: c	: c	: c
C2599,V15441,LV	0.0 	: c	0.0 
C2599,V15441,MT	: c	: c	: c
C2599,V15441,NL	: u	: u	: u
C2599,V15441,NO	0.7 	2.9 	2.2 
C2599,V15441,PL	2.2 d	: 	1.5 d
C2599,V15441,PT	0.4 	0.2 	0.0 
C2599,V15441,RO	0.1 d	0.0 d	0.1 dp
C2599,V15441,SI	: c	0.4 	0.1 
C2599,V15441,SK	0.5 	0.5 	0.1 
C2599,V15441,UK	1.0 	21.1 	1.9 
C26,V15420,AT	20.7 	4.6 	14.7 
C26,V15420,BE	31.7 	18.4 	5.1 
C26,V15420,BG	0.9 	1.9 	0.3 
C26,V15420,CY	: c	: c	0.0 
C26,V15420,CZ	1.2 	4.7 	2.1 
C26,V15420,DE	126.0 	105.0 	37.6 
C26,V15420,EE	0.1 	0.3 	0.0 
C26,V15420,EL	0.3 b	0.3 	0.7 
C26,V15420,ES	3.2 	2.1 	4.5 
C26,V15420,FI	203.3 	620.9 	646.9 
C26,V15420,HR	1.4 	0.2 	: c
C26,V15420,HU	5.0 	2.5 	1.0 
C26,V15420,IE	: c	64.7 	1.8 
C26,V15420,IT	14.1 	18.2 	22.4 
C26,V15420,LT	0.1 	0.0 	0.0 
C26,V15420,LU	: c	: c	: c
C26,V15420,LV	0.0 	0.1 	0.1 
C26,V15420,MT	: c	: c	: c
C26,V15420,NL	9515.0 	155.9 	236.0 
C26,V15420,NO	5.3 	10.7 	37.4 
C26,V15420,PL	0.4 d	: 	4.7 d
C26,V15420,PT	0.4 	0.8 	1.3 
C26,V15420,RO	2.3 	1.1 	0.1 p
C26,V15420,SI	0.2 	0.2 	: c
C26,V15420,SK	0.1 	0.0 	0.0 
C26,V15420,UK	54.5 	6.9 	16.2 
C26,V15441,AT	5.4 	5.9 	19.7 
C26,V15441,BE	5.0 	3.1 	15.0 
C26,V15441,BG	0.9 	0.1 	0.2 
C26,V15441,CY	: c	: c	0.0 
C26,V15441,CZ	11.4 	7.8 	2.8 
C26,V15441,DE	129.7 	165.8 	96.0 
C26,V15441,DK	11.7 	8.5 	6.5 
C26,V15441,EE	0.0 	0.2 	0.1 
C26,V15441,EL	0.1 b	0.1 	0.7 
C26,V15441,ES	11.8 	4.0 	4.7 
C26,V15441,FI	9.0 	14.2 	29.8 
C26,V15441,HR	1.8 	0.1 	: c
C26,V15441,HU	3.3 	3.2 	1.5 
C26,V15441,IE	: c	87.4 	888.6 
C26,V15441,IT	36.1 	43.6 	26.6 
C26,V15441,LT	0.5 	0.6 	0.3 
C26,V15441,LU	: c	: c	: c
C26,V15441,LV	0.3 	0.1 	0.2 
C26,V15441,MT	: c	: c	: c
C26,V15441,NL	229.8 	91.3 	175.5 
C26,V15441,NO	8.5 	9.9 	12.3 
C26,V15441,PL	6.8 d	: 	9.7 d
C26,V15441,PT	0.8 	1.5 	1.6 
C26,V15441,RO	0.7 	0.5 	0.5 p
C26,V15441,SI	: c	1.0 	: c
C26,V15441,SK	1.2 	0.6 	4.9 
C26,V15441,UK	54.3 	68.5 	39.8 
C261,V15420,AT	4.0 	3.7 	11.1 
C261,V15420,BE	3.2 	0.7 	2.4 
C261,V15420,BG	0.1 	0.2 	0.0 
C261,V15420,CY	0.0 	: c	: c
C261,V15420,CZ	0.2 	0.0 	0.0 
C261,V15420,DE	29.9 	43.5 	8.4 
C261,V15420,EE	0.0 	0.0 	0.0 
C261,V15420,EL	0.0 b	0.0 	0.1 
C261,V15420,ES	1.6 	0.0 	0.1 
C261,V15420,FI	1.4 	0.4 	0.1 
C261,V15420,HR	1.2 	0.0 	0.0 
C261,V15420,HU	0.8 	0.1 	0.0 
C261,V15420,IE	: c	0.0 	: c
C261,V15420,IT	3.3 	2.8 	15.0 
C261,V15420,LT	0.0 	0.0 	0.0 
C261,V15420,LU	0.0 	0.0 	0.0 
C261,V15420,LV	: c	: c	0.0 
C261,V15420,MT	: c	: c	: c
C261,V15420,NL	15.0 	15.0 	35.9 
C261,V15420,NO	0.7 	3.0 	3.8 
C261,V15420,PL	: cd	: 	2.8 d
C261,V15420,PT	0.2 	0.6 	0.1 
C261,V15420,RO	0.7 	0.1 	0.0 p
C261,V15420,SI	0.1 	0.0 	0.0 
C261,V15420,SK	0.0 	0.0 	0.0 
C261,V15420,UK	4.6 	0.1 	0.0 
C261,V15441,AT	1.2 	1.3 	1.6 
C261,V15441,BE	0.1 	0.2 	1.9 
C261,V15441,BG	0.1 	0.0 	: c
C261,V15441,CY	0.0 	: c	: c
C261,V15441,CZ	1.4 	0.7 	0.3 
C261,V15441,DE	28.6 	63.8 	25.9 
C261,V15441,DK	: u	: u	: u
C261,V15441,EE	0.0 	0.0 	0.0 
C261,V15441,EL	0.0 b	0.0 	0.0 
C261,V15441,ES	4.5 	0.3 	0.5 
C261,V15441,FI	0.3 	0.3 	0.3 
C261,V15441,HR	0.1 	0.0 	0.1 
C261,V15441,HU	1.1 	0.3 	0.6 
C261,V15441,IE	: c	2.2 	: c
C261,V15441,IT	3.2 	25.9 	3.3 
C261,V15441,LT	0.1 	0.2 	0.1 
C261,V15441,LU	0.0 	0.0 	0.0 
C261,V15441,LV	: c	: c	: c
C261,V15441,MT	: c	: c	: c
C261,V15441,NL	106.4 	71.1 	104.9 
C261,V15441,NO	0.2 	1.0 	3.2 
C261,V15441,PL	1.6 d	: 	2.0 d
C261,V15441,PT	0.0 	0.1 	0.0 
C261,V15441,RO	0.1 	0.0 	0.0 p
C261,V15441,SI	: c	0.5 	0.2 
C261,V15441,SK	0.5 	0.2 	0.2 
C261,V15441,UK	1.5 	27.7 	4.2 
C2611,V15420,AT	2.5 	3.7 	11.0 
C2611,V15420,BE	3.2 	0.7 	2.4 
C2611,V15420,BG	: c	: c	0.0 
C2611,V15420,CY	0.0 	: c	: c
C2611,V15420,CZ	: u	: u	: c
C2611,V15420,DE	: c	42.6 	8.3 
C2611,V15420,EE	0.0 	: c	0.0 
C2611,V15420,EL	0.0 b	0.0 	0.0 
C2611,V15420,ES	1.5 	0.0 	0.1 
C2611,V15420,FI	1.4 	0.4 	0.1 
C2611,V15420,HR	1.2 	0.0 	: c
C2611,V15420,HU	0.1 	0.0 	0.0 
C2611,V15420,IE	: c	: c	: c
C2611,V15420,IT	2.9 	1.9 	0.5 
C2611,V15420,LT	0.0 	0.0 	0.0 
C2611,V15420,LU	0.0 	0.0 	0.0 
C2611,V15420,LV	: c	: c	0.0 
C2611,V15420,MT	: c	: c	: c
C2611,V15420,NL	: u	: u	: u
C2611,V15420,NO	0.7 	3.0 	2.0 
C2611,V15420,PL	: cd	: 	0.1 d
C2611,V15420,PT	0.1 	0.6 	0.1 
C2611,V15420,RO	0.7 	0.0 	0.0 p
C2611,V15420,SI	: c	0.0 	0.0 
C2611,V15420,SK	0.0 	0.0 	0.0 
C2611,V15420,UK	3.9 	0.1 	0.0 
C2611,V15441,AT	0.7 	0.3 	0.9 
C2611,V15441,BE	0.0 	0.1 	1.9 
C2611,V15441,BG	: c	: c	0.0 
C2611,V15441,CY	0.0 	: c	: c
C2611,V15441,CZ	: u	: u	: c
C2611,V15441,DE	19.8 	: c	21.2 
C2611,V15441,DK	: u	: u	: u
C2611,V15441,EE	0.0 	: c	0.0 
C2611,V15441,EL	0.0 b	0.0 	0.0 
C2611,V15441,ES	1.3 	0.2 	0.4 
C2611,V15441,FI	0.2 	0.2 	0.0 
C2611,V15441,HR	0.1 	0.0 	: c
C2611,V15441,HU	0.6 	0.1 	0.6 
C2611,V15441,IE	: c	: c	: c
C2611,V15441,IT	2.2 	20.6 	1.3 
C2611,V15441,LT	0.0 	0.1 	0.1 
C2611,V15441,LU	0.0 	0.0 	0.0 
C2611,V15441,LV	: c	0.0 	0.0 
C2611,V15441,MT	: c	: c	: c
C2611,V15441,NL	: u	: u	: u
C2611,V15441,NO	0.1 	0.2 	0.4 
C2611,V15441,PL	1.5 d	: 	1.9 d
C2611,V15441,PT	0.0 	0.0 	0.0 
C2611,V15441,RO	0.1 	0.0 	0.0 p
C2611,V15441,SI	: c	0.5 	0.2 
C2611,V15441,SK	0.1 	0.2 	0.2 
C2611,V15441,UK	0.6 	27.0 	3.7 
C2612,V15420,AT	1.5 	0.0 	0.1 
C2612,V15420,BE	0.0 	0.0 	0.0 
C2612,V15420,BG	: c	: c	0.0 
C2612,V15420,CY	0.0 	0.0 	0.0 
C2612,V15420,CZ	: u	: u	: c
C2612,V15420,DE	: c	0.9 	0.1 
C2612,V15420,EE	0.0 	: c	0.0 
C2612,V15420,EL	0.0 b	0.0 	0.1 
C2612,V15420,ES	0.1 	0.0 	0.1 
C2612,V15420,FI	0.0 	0.0 	0.0 
C2612,V15420,HR	0.0 	0.0 	: c
C2612,V15420,HU	0.8 	0.0 	0.0 
C2612,V15420,IE	: c	: c	: c
C2612,V15420,IT	0.4 	0.8 	14.4 
C2612,V15420,LT	0.0 	0.0 	0.0 
C2612,V15420,LU	0.0 	0.0 	0.0 
C2612,V15420,LV	0.0 	0.0 	0.0 
C2612,V15420,MT	: c	: c	0.0 
C2612,V15420,NL	: u	: u	: u
C2612,V15420,NO	0.0 	0.0 	1.8 
C2612,V15420,PL	0.0 d	: 	2.7 d
C2612,V15420,PT	0.0 	0.0 	0.0 
C2612,V15420,RO	0.0 	0.0 	0.0 p
C2612,V15420,SI	: c	0.0 	0.0 
C2612,V15420,SK	0.0 	0.0 	0.0 
C2612,V15420,UK	0.7 	0.0 	0.0 
C2612,V15441,AT	0.4 	1.0 	0.7 
C2612,V15441,BE	0.1 	0.0 	0.0 
C2612,V15441,BG	: c	: c	: c
C2612,V15441,CY	0.0 	0.0 	0.0 
C2612,V15441,CZ	: u	: u	: c
C2612,V15441,DE	8.8 	: c	4.7 
C2612,V15441,DK	: u	: u	: u
C2612,V15441,EE	0.0 	: c	0.0 
C2612,V15441,EL	0.0 b	0.0 	0.0 
C2612,V15441,ES	3.2 	0.1 	0.1 
C2612,V15441,FI	0.1 	0.0 	0.2 
C2612,V15441,HR	0.0 	0.0 	: c
C2612,V15441,HU	0.5 	0.2 	0.0 
C2612,V15441,IE	: c	: c	: c
C2612,V15441,IT	1.1 	5.3 	2.0 
C2612,V15441,LT	0.1 	0.1 	0.0 
C2612,V15441,LU	0.0 	0.0 	0.0 
C2612,V15441,LV	0.1 	: c	: c
C2612,V15441,MT	: c	: c	0.0 
C2612,V15441,NL	: u	: u	: u
C2612,V15441,NO	0.0 	0.9 	2.8 
C2612,V15441,PL	0.1 d	: 	0.0 d
C2612,V15441,PT	0.0 	0.1 	0.0 
C2612,V15441,RO	0.0 	0.0 	0.0 p
C2612,V15441,SI	0.0 	0.0 	0.0 
C2612,V15441,SK	0.4 	0.0 	0.0 
C2612,V15441,UK	0.9 	0.7 	0.4 
C262,V15420,AT	0.2 	0.1 	0.0 
C262,V15420,BE	0.2 	0.1 	0.9 
C262,V15420,BG	: c	: c	: c
C262,V15420,CY	0.0 	0.0 	0.0 
C262,V15420,CZ	: c	0.0 	: c
C262,V15420,DE	11.5 	: c	1.6 
C262,V15420,EE	: c	0.0 	0.0 
C262,V15420,EL	0.0 b	0.0 	0.1 
C262,V15420,ES	0.0 	0.2 	0.2 
C262,V15420,FI	0.1 	0.1 	0.0 
C262,V15420,HR	0.0 	0.0 	0.4 
C262,V15420,HU	0.9 	0.2 	0.0 
C262,V15420,IE	: c	: c	1.7 
C262,V15420,IT	1.7 	0.9 	0.3 
C262,V15420,LT	0.0 	0.0 	0.0 
C262,V15420,LU	: c	: c	: c
C262,V15420,LV	0.0 	: c	0.0 
C262,V15420,MT	0.0 	0.0 	: c
C262,V15420,NL	: c	: c	: c
C262,V15420,NO	0.0 	: c	0.3 
C262,V15420,PL	: cd	: 	0.1 d
C262,V15420,PT	0.0 	0.0 	1.2 
C262,V15420,RO	0.1 	: c	0.0 p
C262,V15420,SI	0.0 	0.0 	0.0 
C262,V15420,SK	0.0 	0.0 	0.0 
C262,V15420,UK	0.2 	0.0 	6.2 
C262,V15441,AT	0.2 	0.2 	0.1 
C262,V15441,BE	0.5 	0.3 	0.2 
C262,V15441,BG	0.0 	0.0 	0.0 
C262,V15441,CY	0.0 	0.0 	0.0 
C262,V15441,CZ	: c	0.9 	: c
C262,V15441,DE	5.4 	7.4 	5.1 
C262,V15441,DK	: u	: u	: u
C262,V15441,EE	: c	0.0 	0.0 
C262,V15441,EL	0.0 b	0.0 	0.0 
C262,V15441,ES	0.1 	0.5 	0.6 
C262,V15441,FI	0.0 	0.0 	0.0 
C262,V15441,HR	1.0 	0.1 	0.1 
C262,V15441,HU	0.4 	0.4 	0.0 
C262,V15441,IE	: c	: c	888.5 
C262,V15441,IT	2.0 	0.4 	1.8 
C262,V15441,LT	0.0 	0.0 	0.0 
C262,V15441,LU	: c	: c	: c
C262,V15441,LV	0.0 	: c	0.0 
C262,V15441,MT	0.0 	0.0 	: c
C262,V15441,NL	: c	: c	: c
C262,V15441,NO	0.1 	: c	0.2 
C262,V15441,PL	0.4 d	: 	0.7 d
C262,V15441,PT	0.1 	0.7 	0.1 
C262,V15441,RO	0.0 	: c	0.0 p
C262,V15441,SI	: c	0.0 	0.1 
C262,V15441,SK	0.0 	0.0 	0.0 
C262,V15441,UK	5.2 	1.6 	4.9 
C2620,V15420,AT	0.2 	0.1 	0.0 
C2620,V15420,BE	0.2 	0.1 	0.9 
C2620,V15420,BG	: c	: c	: c
C2620,V15420,CY	0.0 	0.0 	0.0 
C2620,V15420,CZ	: c	: u	: c
C2620,V15420,DE	11.5 	: c	1.6 
C2620,V15420,EE	: c	0.0 	0.0 
C2620,V15420,EL	0.0 b	0.0 	0.1 
C2620,V15420,ES	0.0 	0.2 	0.2 
C2620,V15420,FI	0.1 	0.1 	0.0 
C2620,V15420,HR	0.0 	0.0 	0.4 
C2620,V15420,HU	0.9 	0.2 	0.0 
C2620,V15420,IE	: c	: c	1.7 
C2620,V15420,IT	1.7 	0.9 	0.3 
C2620,V15420,LT	0.0 	0.0 	0.0 
C2620,V15420,LU	: c	: c	: c
C2620,V15420,LV	0.0 	: c	0.0 
C2620,V15420,MT	0.0 	0.0 	: c
C2620,V15420,NL	: c	: c	: c
C2620,V15420,NO	0.0 	: c	0.3 
C2620,V15420,PL	: cd	: 	0.1 d
C2620,V15420,PT	0.0 	0.0 	1.2 
C2620,V15420,RO	0.1 	: c	0.0 p
C2620,V15420,SI	0.0 	0.0 	0.0 
C2620,V15420,SK	0.0 	0.0 	0.0 
C2620,V15420,UK	0.2 	0.0 	6.2 
C2620,V15441,AT	0.2 	0.2 	0.1 
C2620,V15441,BE	0.5 	0.3 	0.2 
C2620,V15441,BG	0.0 	0.0 	0.0 
C2620,V15441,CY	0.0 	0.0 	0.0 
C2620,V15441,CZ	: c	: u	: c
C2620,V15441,DE	5.4 	7.4 	5.1 
C2620,V15441,DK	: u	: u	: u
C2620,V15441,EE	: c	0.0 	0.0 
C2620,V15441,EL	0.0 b	0.0 	0.0 
C2620,V15441,ES	0.1 	0.5 	0.6 
C2620,V15441,FI	0.0 	0.0 	0.0 
C2620,V15441,HR	1.0 	0.1 	0.1 
C2620,V15441,HU	0.4 	0.4 	0.0 
C2620,V15441,IE	: c	: c	888.5 
C2620,V15441,IT	2.0 	0.4 	1.8 
C2620,V15441,LT	0.0 	0.0 	0.0 
C2620,V15441,LU	: c	: c	: c
C2620,V15441,LV	0.0 	: c	0.0 
C2620,V15441,MT	0.0 	0.0 	: c
C2620,V15441,NL	: c	: c	: c
C2620,V15441,NO	0.1 	: c	0.2 
C2620,V15441,PL	0.4 d	: 	0.7 d
C2620,V15441,PT	0.1 	0.7 	0.1 
C2620,V15441,RO	0.0 	: c	0.0 p
C2620,V15441,SI	: c	0.0 	0.1 
C2620,V15441,SK	0.0 	0.0 	0.0 
C2620,V15441,UK	5.2 	1.6 	4.9 
C263,V15420,AT	13.7 	0.2 	0.7 
C263,V15420,BE	20.4 	0.1 	0.4 
C263,V15420,BG	0.0 	: c	0.0 
C263,V15420,CY	: c	0.0 	: c
C263,V15420,CZ	1.0 	: c	0.1 
C263,V15420,DE	36.7 	18.9 	5.2 
C263,V15420,EE	: c	: c	: c
C263,V15420,EL	0.0 b	0.0 	0.1 
C263,V15420,ES	0.7 	0.1 	2.3 
C263,V15420,FI	139.0 	547.1 	622.5 
C263,V15420,HR	0.1 	0.0 	0.0 
C263,V15420,HU	: c	0.1 	1.0 
C263,V15420,IE	: c	0.0 	0.0 
C263,V15420,IT	2.1 	7.7 	0.1 
C263,V15420,LT	0.1 	0.0 	0.0 
C263,V15420,LU	: c	: c	: c
C263,V15420,LV	: c	: c	: c
C263,V15420,MT	: c	0.0 	0.0 
C263,V15420,NL	: c	0.6 	0.1 
C263,V15420,NO	0.5 	3.5 	24.3 
C263,V15420,PL	: cd	: 	1.5 d
C263,V15420,PT	0.2 	0.2 	0.0 
C263,V15420,RO	0.4 	0.0 	: c
C263,V15420,SI	: c	0.0 	0.0 
C263,V15420,SK	0.0 	0.0 	0.0 
C263,V15420,UK	9.0 	0.4 	1.4 
C263,V15441,AT	0.5 	0.4 	2.6 
C263,V15441,BE	0.0 	0.2 	8.9 
C263,V15441,BG	0.1 	0.1 	0.0 
C263,V15441,CY	: c	0.0 	: c
C263,V15441,CZ	0.6 	: c	0.7 
C263,V15441,DE	8.8 	13.3 	4.8 
C263,V15441,DK	: c	: u	: u
C263,V15441,EE	: c	: c	: c
C263,V15441,EL	0.0 b	0.0 	0.0 
C263,V15441,ES	2.1 	1.9 	1.1 
C263,V15441,FI	5.7 	8.9 	27.8 
C263,V15441,HR	0.3 	0.0 	0.0 
C263,V15441,HU	: c	0.4 	0.4 
C263,V15441,IE	: c	0.0 	0.0 
C263,V15441,IT	6.1 	9.2 	10.1 
C263,V15441,LT	0.0 	0.0 	0.1 
C263,V15441,LU	: c	: c	: c
C263,V15441,LV	: c	: c	: c
C263,V15441,MT	: c	0.0 	0.0 
C263,V15441,NL	: c	1.0 	1.3 
C263,V15441,NO	0.3 	0.9 	3.0 
C263,V15441,PL	1.3 d	: 	1.5 d
C263,V15441,PT	0.2 	0.3 	0.4 
C263,V15441,RO	0.2 	0.0 	: c
C263,V15441,SI	: c	0.0 	0.3 
C263,V15441,SK	0.1 	0.0 	0.0 
C263,V15441,UK	20.2 	7.7 	3.5 
C2630,V15420,AT	13.7 	0.2 	0.7 
C2630,V15420,BE	20.4 	0.1 	0.4 
C2630,V15420,BG	0.0 	: c	0.0 
C2630,V15420,CY	: c	0.0 	: c
C2630,V15420,CZ	1.0 	: c	: u
C2630,V15420,DE	36.7 	18.9 	5.2 
C2630,V15420,EE	: c	: c	: c
C2630,V15420,EL	0.0 b	0.0 	0.1 
C2630,V15420,ES	0.7 	0.1 	2.3 
C2630,V15420,FI	139.0 	547.1 	622.5 
C2630,V15420,HR	0.1 	0.0 	0.0 
C2630,V15420,HU	: c	0.1 	1.0 
C2630,V15420,IE	: c	0.0 	0.0 
C2630,V15420,IT	2.1 	7.7 	0.1 
C2630,V15420,LT	0.1 	0.0 	0.0 
C2630,V15420,LU	: c	: c	: c
C2630,V15420,LV	: c	: c	: c
C2630,V15420,MT	: c	0.0 	0.0 
C2630,V15420,NL	: c	0.6 	0.1 
C2630,V15420,NO	0.5 	3.5 	24.3 
C2630,V15420,PL	: cd	: 	1.5 d
C2630,V15420,PT	0.2 	0.2 	0.0 
C2630,V15420,RO	0.4 	0.0 	: c
C2630,V15420,SI	: c	0.0 	0.0 
C2630,V15420,SK	0.0 	0.0 	0.0 
C2630,V15420,UK	9.0 	0.4 	1.4 
C2630,V15441,AT	0.5 	0.4 	2.6 
C2630,V15441,BE	0.0 	0.2 	8.9 
C2630,V15441,BG	0.1 	0.1 	0.0 
C2630,V15441,CY	: c	0.0 	: c
C2630,V15441,CZ	0.6 	: c	: u
C2630,V15441,DE	8.8 	13.3 	4.8 
C2630,V15441,DK	: c	: u	: u
C2630,V15441,EE	: c	: c	: c
C2630,V15441,EL	0.0 b	0.0 	0.0 
C2630,V15441,ES	2.1 	1.9 	1.1 
C2630,V15441,FI	5.7 	8.9 	27.8 
C2630,V15441,HR	0.3 	0.0 	0.0 
C2630,V15441,HU	: c	0.4 	0.4 
C2630,V15441,IE	: c	0.0 	0.0 
C2630,V15441,IT	6.1 	9.2 	10.1 
C2630,V15441,LT	0.0 	0.0 	0.1 
C2630,V15441,LU	: c	: c	: c
C2630,V15441,LV	: c	: c	: c
C2630,V15441,MT	: c	0.0 	0.0 
C2630,V15441,NL	: c	1.0 	1.3 
C2630,V15441,NO	0.3 	0.9 	3.0 
C2630,V15441,PL	1.3 d	: 	1.5 d
C2630,V15441,PT	0.2 	0.3 	0.4 
C2630,V15441,RO	0.2 	0.0 	: c
C2630,V15441,SI	: c	0.0 	0.3 
C2630,V15441,SK	0.1 	0.0 	0.0 
C2630,V15441,UK	20.2 	7.7 	3.5 
C264,V15420,AT	0.0 	0.0 	0.0 
C264,V15420,BE	: c	: c	: c
C264,V15420,BG	: c	: c	: c
C264,V15420,CY	0.0 	0.0 	0.0 
C264,V15420,CZ	0.0 	0.1 	: c
C264,V15420,DE	4.0 	4.7 	0.7 
C264,V15420,EE	0.0 	: c	: c
C264,V15420,EL	0.0 b	0.0 	0.1 
C264,V15420,ES	0.4 	0.2 	0.3 
C264,V15420,FI	: c	0.0 	0.0 
C264,V15420,HR	0.0 	0.0 	: c
C264,V15420,HU	2.8 	: c	: c
C264,V15420,IE	: c	: c	0.0 
C264,V15420,IT	: c	0.4 	0.7 
C264,V15420,LT	: c	: c	0.0 
C264,V15420,LU	0.0 	0.0 	0.0 
C264,V15420,LV	0.0 	0.0 	0.0 
C264,V15420,MT	: c	: c	0.0 
C264,V15420,NL	16.1 	2.3 	4.5 
C264,V15420,NO	0.0 	0.0 	0.0 
C264,V15420,PL	: cd	: 	0.2 d
C264,V15420,PT	0.0 	0.0 	0.0 
C264,V15420,RO	0.0 	: c	0.0 p
C264,V15420,SI	: c	: c	0.0 
C264,V15420,SK	0.0 	0.0 	0.0 
C264,V15420,UK	0.0 	0.1 	3.4 
C264,V15441,AT	0.2 	0.2 	0.1 
C264,V15441,BE	: c	: c	: c
C264,V15441,BG	0.0 	: c	0.0 
C264,V15441,CY	0.0 	0.0 	0.0 
C264,V15441,CZ	0.3 	0.4 	: c
C264,V15441,DE	9.7 	12.6 	13.9 
C264,V15441,DK	: u	: c	: c
C264,V15441,EE	0.0 	: c	: c
C264,V15441,EL	0.0 b	0.0 	0.0 
C264,V15441,ES	0.3 	0.2 	1.0 
C264,V15441,FI	: c	0.0 	0.0 
C264,V15441,HR	0.0 	0.0 	: c
C264,V15441,HU	0.8 	: c	: c
C264,V15441,IE	: c	: c	0.0 
C264,V15441,IT	: c	0.2 	0.7 
C264,V15441,LT	: c	: c	0.1 
C264,V15441,LU	0.0 	0.0 	0.0 
C264,V15441,LV	0.0 	0.0 	0.0 
C264,V15441,MT	: c	: c	0.0 
C264,V15441,NL	2.5 	2.3 	1.7 
